"","CERTIFY","APPROVE","SPECCERT","WOULDYOU","RECERT","SUBDISC","COLLEGE","EMPLOY","WORKENV","WORKACT","YEARSMEM"
"3757",5,5,5,5,5,"CM","P","S","A","R",1
"3758",1,1,2,1,5,"QP","B","E","I","P",14
"3759",4,2,3,2,4,"BI","M","E","A","P",20
"3760",5,5,5,5,5,"BI","","E","A","E",26
"3761",5,5,5,5,1,"BE","B","R","I","C",4
"3762",2,3,2,2,5,"BI","P","E","A","R",28
"3763",5,5,5,5,5,"","P","S","A","R",1
"3764",5,5,5,5,3,"PE","P","E","A","E",26
"3765",1,1,2,1,5,"BP","P","E","I","C",15
"3766",5,4,5,5,1,"BE","P","E","A","R",47
"3767",1,2,5,2,5,"BE","P","E","A","R",14
"3768",1,1,5,2,5,"BP","P","E","I","P",6
"3769",4,4,5,4,5,"BP","M","E","I","R",57
"3770",1,1,2,1,4,"BI","P","E","A","C",36
"3771",2,3,4,5,4,"BI","P","E","A","R",8
"3772",5,5,5,5,5,"CE","P","E","A","R",36
"3773",2,3,5,4,1,"SG","P","E","A","R",14
"3774",4,4,4,2,1,"PE","P","E","A","R",23
"3775",5,3,5,5,5,"BE","M","E","I","P",14
"3776",5,5,5,3,5,"TH","P","E","A","E",18
"3777",5,5,5,4,5,"CM","P","E","I","R",7
"3778",3,2,2,1,1,"BP","P","E","I","P",20
"3779",2,0,3,2,2,"BI","P","E","A","R",4
"3780",1,3,1,1,5,"BI","P","E","A","E",8
"3781",1,2,1,1,5,"BE","B","E","A","C",3
"3782",2,2,1,2,1,"BI","P","E","A","E",24
"3783",5,3,4,2,3,"PE","P","E","I","E",55
"3784",3,3,3,3,3,"CE","M","I","A","E",8
"3785",5,5,5,5,5,"GV","M","E","G","R",3
"3786",5,5,5,1,5,"PE","P","E","I","R",26
"3787",2,1,5,2,2,"BI","M","E","A","R",6
"3788",5,3,5,5,5,"QP","P","E","I","P",3
"3789",1,2,2,2,5,"BP","M","E","I","P",58
"3790",5,5,5,5,0,"SR","P","R","","E",25
"3791",4,3,5,4,5,"BP","P","E","I","C",47
"3792",5,5,5,5,5,"SS","P","S","I","R",12
"3793",2,3,2,2,1,"CE","M","E","A","E",3
"3794",1,2,2,2,2,"SR","P","E","A","R",36
"3795",2,3,5,1,2,"PE","P","E","A","E",10
"3796",1,1,1,2,2,"BE","P","E","A","R",55
"3797",5,5,5,5,1,"","P","E","","",22
"3798",1,1,5,2,4,"BA","M","I","A","S",14
"3799",5,5,5,5,5,"BI","P","E","A","R",13
"3800",5,3,5,5,5,"BI","P","E","A","R",3
"3801",4,5,4,5,4,"BP","M","E","I","P",6
"3802",2,3,3,1,5,"BE","M","I","I","R",14
"3803",5,5,5,5,5,"GV","M","E","G","C",47
"3804",1,2,3,1,2,"PE","P","E","I","P",23
"3805",5,2,5,5,1,"BE","P","E","A","P",15
"3806",5,5,5,4,3,"BI","M","E","G","C",3
"3807",5,5,5,5,5,"CM","B","I","A","S",3
"3808",4,2,5,2,5,"TH","P","E","A","E",47
"3809",2,3,3,2,2,"BI","P","E","A","E",58
"3810",1,2,2,1,1,"BE","P","E","A","E",16
"3811",1,1,5,1,5,"","P","E","A","R",15
"3812",3,4,4,2,1,"PE","P","E","G","C",4
"3813",2,2,2,2,2,"SS","P","E","A","R",14
"3814",5,5,5,5,5,"BI","P","E","A","R",15
"3815",1,1,4,1,2,"BP","P","E","I","P",12
"3816",1,4,3,1,5,"BP","M","E","I","C",57
"3817",2,2,5,2,5,"EN","P","E","G","R",5
"3818",2,2,4,4,5,"BP","B","E","I","C",14
"3819",5,4,5,2,5,"SR","P","E","G","R",30
"3820",5,4,5,3,5,"BP","M","E","I","C",36
"3821",2,2,5,1,4,"EN","P","E","I","R",21
"3822",5,5,5,1,5,"BP","P","E","I","R",25
"3823",5,5,5,2,5,"PE","M","S","G","C",4
"3824",5,4,5,4,1,"BI","P","E","A","R",16
"3825",5,5,5,5,5,"","M","E","A","E",58
"3826",4,2,5,2,4,"BP","P","E","I","P",15
"3827",2,2,4,4,2,"BI","P","E","","C",5
"3828",1,3,3,2,1,"BI","P","E","","R",4
"3829",5,5,5,4,3,"BP","N","I","A","S",3
"3830",3,2,4,4,4,"PE","P","I","","S",3
"3831",1,2,1,1,5,"BI","P","E","A","E",15
"3832",1,1,5,1,1,"PE","P","E","A","R",17
"3833",3,3,5,4,3,"QP","M","S","I","C",4
"3834",1,1,5,1,5,"BI","P","E","A","R",55
"3835",4,4,4,5,4,"SS","P","U","G","R",15
"3836",5,5,5,5,0,"PE","P","E","A","R",20
"3837",1,2,3,1,2,"BI","M","E","I","P",6
"3838",1,0,4,2,4,"EN","P","E","A","R",3
"3839",1,4,2,1,2,"CE","P","E","A","E",6
"3840",1,1,2,2,1,"QP","B","E","I","P",58
"3841",1,2,2,2,1,"BE","P","E","A","E",6
"3842",1,2,5,2,5,"BP","P","E","I","P",17
"3843",5,5,5,5,5,"QP","P","S","I","C",30
"3844",4,0,5,2,5,"SS","P","E","A","R",14
"3845",2,2,4,1,2,"PE","B","E","I","P",58
"3846",1,1,1,2,1,"BI","M","E","A","E",3
"3847",5,4,5,1,1,"PE","M","E","I","C",20
"3848",1,3,3,2,2,"BI","P","E","A","E",15
"3849",4,3,3,2,3,"PE","P","U","I","C",4
"3850",5,5,5,1,5,"BP","P","E","I","P",13
"3851",5,5,5,5,5,"CM","P","E","I","C",9
"3852",5,5,5,5,0,"BI","P","E","I","C",19
"3853",1,3,2,1,1,"GV","M","E","G","P",57
"3854",5,5,5,5,5,"PE","P","R","A","R",25
"3855",1,2,2,2,4,"BI","P","E","A","E",14
"3856",1,2,4,2,3,"CM","P","I","A","S",14
"3857",5,5,5,1,1,"BA","P","E","A","R",4
"3858",5,5,2,5,3,"BP","M","E","I","C",55
"3859",1,1,4,2,1,"CM","P","E","A","E",59
"3860",1,1,2,4,3,"BI","P","E","G","C",18
"3861",1,3,5,2,4,"BI","M","I","A","S",3
"3862",1,3,1,5,1,"PE","P","R","G","R",26
"3863",2,3,1,1,5,"BP","M","E","I","P",47
"3864",4,5,1,2,5,"SS","P","E","G","R",47
"3865",1,3,2,2,3,"CE","M","E","A","C",55
"3866",2,3,2,2,5,"CM","P","E","I","E",15
"3867",1,1,5,1,5,"BI","P","E","A","R",4
"3868",5,5,5,3,5,"BA","P","E","A","R",15
"3869",1,2,5,4,5,"","P","E","I","P",15
"3870",2,1,1,1,4,"BP","P","I","A","E",14
"3871",4,4,4,2,2,"BP","P","E","I","C",10
"3872",2,2,5,1,2,"BI","P","E","I","C",9
"3873",2,2,5,2,1,"BA","P","","A","R",26
"3874",1,2,4,1,2,"SS","M","E","G","R",15
"3875",1,2,3,1,2,"BA","P","E","I","P",25
"3876",3,3,5,1,5,"PE","P","E","A","R",11
"3877",5,5,4,1,4,"BP","M","E","I","P",8
"3878",1,2,1,1,1,"SS","P","E","A","E",14
"3879",1,1,1,1,1,"PE","P","E","I","C",26
"3880",5,5,5,2,5,"SS","P","E","G","P",4
"3881",1,2,5,2,3,"SR","P","E","A","R",57
"3882",5,5,3,1,3,"CM","P","E","A","E",25
"3883",1,1,2,1,1,"BP","M","E","I","P",55
"3884",4,4,3,2,4,"BP","P","E","I","P",8
"3885",4,4,3,4,3,"QP","P","E","I","",17
"3886",5,5,5,5,3,"BI","P","E","A","R",7
"3887",2,3,1,5,1,"PE","M","E","G","R",47
"3888",5,5,5,1,5,"BE","M","E","G","P",13
"3889",4,4,5,5,5,"SR","M","E","","R",4
"3890",4,0,4,2,5,"CM","B","E","A","C",1
"3891",3,3,3,2,3,"BA","P","E","G","P",25
"3892",1,2,5,3,5,"","P","E","A","E",19
"3893",1,1,2,1,2,"BP","M","E","I","P",34
"3894",2,1,5,1,0,"","P","E","A","R",57
"3895",5,3,5,5,3,"BA","P","E","A","E",20
"3896",5,5,5,5,5,"BP","P","E","I","R",9
"3897",5,5,5,5,5,"EN","P","E","A","R",55
"3898",5,5,5,2,2,"BP","P","S","I","C",15
"3899",1,3,2,2,1,"QP","M","E","I","C",4
"3900",2,3,4,1,1,"SS","M","E","G","R",55
"3901",5,5,5,4,3,"SR","P","E","G","P",9
"3902",5,5,5,1,5,"BE","P","E","A","R",3
"3903",5,5,5,5,5,"PE","M","E","I","P",6
"3904",1,1,2,1,2,"PE","P","E","I","C",15
"3905",2,2,2,1,5,"","P","U","","",47
"3906",2,1,2,1,2,"BI","P","E","A","R",4
"3907",1,3,2,2,1,"SS","P","S","I","",59
"3908",5,5,5,4,5,"GV","M","E","G","P",26
"3909",5,5,5,5,5,"SS","P","E","G","P",3
"3910",2,5,5,2,1,"BP","P","E","I","C",14
"3911",1,2,3,1,4,"QP","P","E","A","E",26
"3912",5,5,1,4,2,"BI","M","R","G","C",31
"3913",2,2,5,1,2,"SR","M","E","G","P",6
"3914",2,2,3,4,5,"SR","M","E","G","P",55
"3915",2,3,5,2,5,"BI","P","S","I","P",47
"3916",1,2,2,1,2,"GV","M","E","G","P",12
"3917",5,5,5,5,5,"CM","B","S","A","E",6
"3918",5,4,5,4,5,"SR","M","E","G","P",9
"3919",5,5,5,5,2,"SR","P","E","G","R",9
"3920",1,1,2,1,5,"BI","M","E","I","C",5
"3921",1,1,4,2,2,"QP","P","E","G","R",17
"3922",1,1,2,2,2,"EN","M","S","G","C",14
"3923",4,5,3,4,5,"","P","E","A","E",9
"3924",1,5,1,1,2,"GV","M","E","I","P",58
"3925",1,1,1,2,4,"BE","M","E","I","P",15
"3926",5,5,5,2,5,"SR","M","E","G","P",25
"3927",5,5,5,5,1,"CE","P","S","A","R",20
"3928",2,2,2,4,2,"CM","P","E","A","E",6
"3929",5,5,5,5,3,"SS","M","I","A","S",3
"3930",4,4,5,5,3,"BI","P","E","A","R",26
"3931",1,2,2,1,5,"GV","P","E","G","R",25
"3932",2,1,5,1,5,"BE","P","E","A","R",15
"3933",2,2,5,5,2,"PE","P","E","A","E",9
"3934",5,5,5,5,5,"BI","P","E","A","C",8
"3935",5,4,5,2,5,"BI","P","E","A","P",9
"3936",3,2,2,5,2,"QP","P","I","","S",14
"3937",5,5,5,5,3,"BI","P","E","A","R",7
"3938",3,3,3,4,3,"SS","M","I","A","S",47
"3939",2,3,4,2,5,"BI","P","E","A","C",59
"3940",3,2,2,4,4,"GV","M","E","G","P",4
"3941",2,2,4,4,2,"BI","P","E","G","R",17
"3942",2,2,5,2,2,"BA","P","E","A","R",25
"3943",5,5,2,4,1,"QP","P","E","A","E",4
"3944",1,1,2,2,5,"QP","B","E","I","C",47
"3945",5,5,5,5,5,"BA","P","E","A","E",25
"3946",2,1,2,1,5,"SS","P","E","A","E",14
"3947",2,2,4,5,1,"PE","P","R","A","R",37
"3948",4,5,4,4,1,"SS","P","E","A","R",47
"3949",2,3,5,1,5,"BI","P","E","A","E",20
"3950",1,1,2,1,1,"BI","P","E","A","C",25
"3951",5,5,5,5,1,"TH","P","E","A","R",9
"3952",5,5,5,5,5,"SS","P","E","A","E",8
"3953",2,2,5,1,1,"SR","P","E","G","P",57
"3954",2,1,5,1,5,"PE","P","E","A","R",8
"3955",1,1,2,1,1,"BI","M","E","G","C",6
"3956",2,1,4,2,2,"BA","M","E","I","P",36
"3957",1,2,2,1,2,"BP","P","S","I","C",15
"3958",2,0,2,4,3,"QP","P","S","","C",15
"3959",4,4,4,1,2,"EN","P","E","A","C",15
"3960",2,2,3,2,2,"BA","P","E","I","R",3
"3961",2,2,4,1,3,"PE","P","E","G","P",32
"3962",2,1,1,2,3,"BI","P","E","A","E",12
"3963",1,2,5,1,2,"BP","M","E","I","P",4
"3964",5,5,5,5,5,"BI","P","E","A","C",28
"3965",2,3,5,1,1,"","M","U","","",3
"3966",1,2,1,1,5,"TH","P","E","A","R",14
"3967",2,2,5,1,5,"EP","P","E","G","O",9
"3968",4,5,2,1,2,"BP","P","E","I","R",9
"3969",2,5,5,2,5,"EN","M","E","G","P",3
"3970",1,1,2,1,1,"MR","M","E","I","C",47
"3971",5,5,5,2,2,"","M","E","I","",9
"3972",1,0,3,4,3,"PE","B","R","I","P",34
"3973",4,4,4,2,4,"BI","P","E","G","R",58
"3974",2,2,1,1,2,"SS","P","E","I","P",3
"3975",5,5,2,2,5,"GV","M","E","G","R",4
"3976",1,1,3,1,3,"BI","P","E","I","P",7
"3977",4,4,2,2,5,"BE","M","E","I","C",14
"3978",1,1,5,1,5,"BI","M","E","I","P",15
"3979",5,3,5,2,5,"SR","P","E","I","C",4
"3980",5,5,4,4,5,"CM","P","E","G","R",36
"3981",1,1,2,1,4,"QP","M","E","I","P",9
"3982",2,2,5,5,4,"BE","P","R","A","E",37
"3983",3,3,3,5,4,"","B","E","I","C",47
"3984",1,2,1,1,1,"QP","M","E","I","C",12
"3985",2,5,2,4,5,"SS","P","E","I","R",11
"3986",1,2,1,1,2,"BE","M","E","I","C",14
"3987",2,2,4,2,3,"BP","M","E","I","R",4
"3988",4,4,4,5,2,"CM","M","E","I","P",15
"3989",1,1,2,1,2,"QP","M","E","I","P",47
"3990",1,3,5,1,5,"SS","P","E","A","R",25
"3991",1,2,2,3,3,"GV","B","E","G","C",58
"3992",2,3,1,2,2,"CM","M","E","A","E",3
"3993",5,5,5,5,5,"QP","P","E","A","E",8
"3994",1,2,2,1,2,"BA","P","E","A","R",36
"3995",1,5,2,4,5,"BE","M","E","A","E",11
"3996",2,3,2,2,2,"BI","P","E","A","C",15
"3997",1,3,1,2,1,"QP","M","E","I","R",1
"3998",5,5,5,5,0,"BI","P","E","I","C",25
"3999",3,3,3,1,4,"BA","P","E","A","R",6
"4000",2,2,2,1,4,"GV","P","E","G","P",59
"4001",2,2,3,2,5,"SR","M","E","G","P",9
"4002",1,1,1,1,5,"BI","M","E","G","C",14
"4003",1,3,2,2,5,"BI","M","E","A","C",25
"4004",5,5,5,5,5,"GV","P","E","G","P",23
"4005",5,5,5,5,5,"CE","P","E","A","",6
"4006",5,5,5,5,5,"","P","E","A","R",26
"4007",5,5,5,5,5,"SP","P","E","A","E",15
"4008",2,2,2,1,2,"CM","P","E","A","E",9
"4009",5,3,5,5,5,"BA","P","E","A","R",25
"4010",5,5,2,5,5,"SR","P","E","G","R",9
"4011",3,4,2,5,2,"GV","P","E","G","P",14
"4012",2,2,1,1,3,"CE","P","E","A","C",58
"4013",1,2,5,1,3,"BI","M","E","G","C",14
"4014",2,2,2,2,5,"EN","B","I","A","S",3
"4015",5,5,5,4,5,"BE","P","E","A","R",5
"4016",5,5,5,5,5,"BA","P","E","A","O",9
"4017",5,5,5,5,5,"BI","P","E","A","R",13
"4018",5,5,5,5,3,"EN","P","E","A","R",6
"4019",1,2,2,1,2,"QP","M","E","G","P",19
"4020",3,3,3,4,5,"BI","P","E","A","E",59
"4021",3,3,3,2,2,"BA","P","E","A","R",47
"4022",5,4,5,1,5,"GV","M","E","G","P",8
"4023",5,5,5,4,5,"BI","P","E","G","R",13
"4024",2,1,4,2,4,"SS","P","E","I","R",57
"4025",5,5,5,5,5,"PE","M","E","I","P",10
"4026",5,5,5,1,5,"PE","M","I","I","S",5
"4027",1,2,1,1,1,"BP","M","S","I","C",8
"4028",4,4,5,5,5,"TH","P","E","A","E",20
"4029",1,1,5,1,5,"GV","P","E","G","R",55
"4030",5,5,5,5,3,"BI","P","E","G","P",25
"4031",5,5,3,5,5,"GV","B","E","G","P",25
"4032",5,5,5,3,5,"BE","P","E","I","C",15
"4033",1,1,5,1,1,"SS","P","E","A","E",23
"4034",2,3,4,1,4,"BA","M","I","A","S",3
"4035",5,5,5,5,5,"BI","M","E","","R",3
"4036",5,3,5,1,3,"BI","P","E","A","R",58
"4037",5,5,5,2,5,"BI","M","E","A","P",3
"4038",5,5,5,2,5,"BA","P","E","I","C",15
"4039",1,2,5,3,1,"BE","M","E","A","E",55
"4040",5,4,5,5,5,"SR","M","E","I","",25
"4041",5,5,5,5,5,"BE","M","E","I","P",15
"4042",5,5,5,5,5,"","P","E","A","E",26
"4043",5,5,5,5,5,"PE","P","E","A","E",20
"4044",1,1,3,1,2,"SG","P","E","A","E",58
"4045",5,5,5,5,5,"BA","P","E","A","E",15
"4046",2,2,4,2,2,"PE","M","E","A","E",25
"4047",4,3,4,2,2,"BP","P","E","I","P",4
"4048",2,2,5,2,2,"EN","P","S","G","C",4
"4049",1,2,2,1,1,"PE","M","E","I","P",59
"4050",1,1,1,1,1,"SR","P","E","A","E",47
"4051",3,3,5,5,5,"","P","E","A","R",12
"4052",4,0,2,5,2,"BP","P","E","A","R",15
"4053",5,5,5,5,5,"BE","P","E","A","R",4
"4054",5,5,3,5,1,"SR","P","E","G","R",26
"4055",2,2,1,2,4,"BP","B","E","I","P",36
"4056",5,5,3,5,5,"SG","P","E","A","R",11
"4057",1,1,1,2,2,"BE","P","I","A","E",25
"4058",5,5,5,5,5,"SG","M","E","I","C",9
"4059",4,1,5,2,1,"BI","P","S","","C",4
"4060",1,1,5,1,2,"QP","P","E","I","C",27
"4061",5,5,5,5,1,"SR","M","R","A","R",10
"4062",2,4,3,2,5,"BE","P","E","I","P",36
"4063",3,2,3,1,3,"TH","P","E","A","R",3
"4064",4,4,4,4,5,"SR","B","E","I","C",58
"4065",2,2,3,4,1,"SS","P","E","I","R",4
"4066",5,5,5,5,5,"TH","P","E","A","E",26
"4067",5,5,5,5,5,"CM","P","E","A","R",9
"4068",5,5,5,5,5,"EN","B","E","G","P",14
"4069",2,5,4,2,4,"CM","P","E","A","P",15
"4070",1,1,5,5,5,"BE","P","E","A","R",20
"4071",1,1,5,2,1,"BI","P","E","A","C",13
"4072",5,5,4,4,1,"CE","M","E","A","C",55
"4073",1,1,4,1,1,"BE","M","E","I","P",3
"4074",5,5,5,5,5,"CE","P","R","A","E",28
"4075",1,1,1,1,2,"BI","P","E","G","R",6
"4076",1,3,2,1,1,"BP","B","E","I","R",3
"4077",5,5,5,5,5,"MR","P","E","I","C",4
"4078",1,1,2,0,1,"","","","","",1
"4079",4,4,5,5,4,"EN","P","E","A","R",59
"4080",5,5,5,5,5,"BI","P","E","A","E",36
"4081",1,2,1,1,1,"GV","M","E","G","R",58
"4082",5,5,5,5,5,"BP","M","E","I","P",20
"4083",4,4,5,4,5,"BI","P","E","A","R",4
"4084",2,2,5,1,2,"BI","P","E","A","E",4
"4085",1,1,1,1,1,"BI","M","I","A","S",59
"4086",4,4,5,1,5,"QP","P","E","I","P",47
"4087",1,1,5,1,5,"BI","M","E","A","C",3
"4088",5,5,5,5,5,"TH","P","E","A","R",15
"4089",1,1,1,0,5,"BI","P","R","A","E",47
"4090",5,4,5,4,1,"BE","P","E","A","E",9
"4091",4,2,2,4,2,"","P","E","A","E",15
"4092",1,1,1,1,1,"CM","P","I","A","R",58
"4093",1,2,4,5,2,"BI","P","E","A","E",59
"4094",5,5,5,5,3,"SR","M","S","G","C",37
"4095",2,2,3,2,2,"BE","M","E","A","E",3
"4096",2,2,5,2,1,"CM","P","E","A","E",10
"4097",1,0,2,1,5,"MR","M","E","I","C",47
"4098",3,3,3,4,3,"BA","P","E","A","E",4
"4099",5,5,5,5,5,"EN","P","E","G","R",26
"4100",5,5,5,5,5,"GV","M","E","G","P",36
"4101",1,4,5,2,5,"BI","P","E","I","P",14
"4102",1,2,5,1,5,"PE","P","E","I","",9
"4103",5,0,0,5,0,"SS","P","R","A","E",31
"4104",1,1,5,1,4,"CM","P","E","A","R",59
"4105",1,1,2,1,4,"","P","E","A","E",20
"4106",1,1,1,1,1,"TH","P","E","A","R",6
"4107",5,4,5,2,5,"SG","P","E","I","C",57
"4108",2,2,1,3,1,"BE","P","E","A","E",3
"4109",4,2,5,2,5,"GV","P","R","G","C",20
"4110",5,5,5,5,5,"BI","M","E","G","R",14
"4111",1,3,5,1,4,"SR","P","E","I","R",14
"4112",5,0,0,5,0,"","P","E","I","C",4
"4113",5,5,5,2,2,"BP","M","I","A","S",14
"4114",5,5,5,5,5,"GV","M","E","G","C",15
"4115",5,5,5,5,1,"BE","M","R","G","C",50
"4116",5,5,5,5,1,"BE","P","E","G","P",36
"4117",2,2,2,1,1,"","M","E","G","C",4
"4118",4,5,4,4,4,"BP","M","E","I","C",4
"4119",5,5,5,5,5,"EN","P","E","G","P",25
"4120",5,5,5,5,5,"BA","P","E","A","R",37
"4121",2,5,5,2,5,"SS","P","E","A","E",5
"4122",5,5,5,5,5,"BP","M","E","I","C",57
"4123",5,5,3,5,5,"BI","P","E","A","E",41
"4124",5,5,5,5,5,"CM","P","E","A","E",9
"4125",2,2,4,4,5,"PE","P","E","A","R",14
"4126",1,1,3,1,1,"GV","M","E","G","P",21
"4127",5,5,4,4,1,"BI","P","E","A","C",21
"4128",4,4,2,2,2,"SS","P","E","A","C",20
"4129",1,1,2,2,5,"BE","P","E","A","E",9
"4130",5,5,5,3,5,"SR","P","E","I","C",3
"4131",5,5,5,5,1,"BE","P","E","A","R",4
"4132",2,4,3,2,2,"","B","I","A","S",3
"4133",2,2,5,2,3,"PE","P","E","A","R",36
"4134",5,5,5,5,1,"QP","M","E","A","E",25
"4135",2,3,2,2,4,"PE","P","E","A","E",47
"4136",1,2,3,1,2,"QP","M","E","I","C",58
"4137",2,2,5,1,5,"BI","P","E","A","R",47
"4138",4,4,4,5,4,"BP","M","E","I","P",13
"4139",5,5,5,5,5,"BI","P","E","G","R",55
"4140",2,3,2,2,5,"BI","M","E","A","E",3
"4141",1,1,1,1,1,"BE","P","E","A","R",3
"4142",5,5,5,3,5,"SG","P","E","I","C",4
"4143",5,5,5,5,5,"CE","P","E","A","C",9
"4144",5,4,5,2,5,"QP","M","E","I","P",9
"4145",2,3,2,5,5,"QP","M","I","A","S",3
"4146",2,3,4,2,4,"BE","P","E","A","R",47
"4147",5,0,0,0,1,"BA","P","E","A","E",15
"4148",2,2,5,1,5,"BP","M","E","I","P",58
"4149",2,2,5,1,2,"CE","P","E","A","E",47
"4150",5,5,5,5,5,"CM","B","E","I","R",20
"4151",5,5,5,5,5,"BI","P","E","G","R",9
"4152",5,5,5,5,5,"","P","S","I","C",4
"4153",3,3,3,5,3,"CM","M","E","A","C",9
"4154",4,4,4,2,5,"EN","B","E","I","C",3
"4155",2,3,2,4,2,"","P","E","A","R",6
"4156",2,1,2,1,1,"BI","M","E","G","R",14
"4157",5,0,0,0,0,"","","","","",1
"4158",4,3,4,2,5,"EN","M","E","A","R",14
"4159",1,2,1,1,5,"BP","M","I","A","S",3
"4160",4,3,5,2,4,"BE","M","S","I","C",15
"4161",5,2,5,2,4,"CM","M","U","A","R",1
"4162",2,3,4,4,5,"BP","M","I","A","S",7
"4163",5,5,5,5,5,"PE","P","R","A","E",37
"4164",5,3,4,5,3,"SS","P","E","A","R",3
"4165",1,1,3,1,1,"CM","M","I","A","S",14
"4166",5,4,4,5,3,"SS","P","E","A","R",55
"4167",4,3,5,2,2,"SS","P","E","A","R",14
"4168",3,3,3,3,3,"BP","P","E","I","P",9
"4169",5,0,0,5,5,"BP","P","E","I","R",5
"4170",1,1,1,1,5,"BE","M","E","I","P",14
"4171",1,1,2,1,3,"BA","P","E","A","E",36
"4172",1,1,1,1,5,"CE","P","S","A","C",3
"4173",2,3,3,2,5,"PE","M","E","I","P",3
"4174",5,5,5,2,5,"BI","M","S","A","C",57
"4175",5,5,5,5,5,"CM","P","E","A","E",20
"4176",4,4,2,1,5,"BP","M","E","I","P",3
"4177",2,2,1,1,2,"CM","B","E","A","C",3
"4178",2,3,2,5,1,"SE","P","S","A","E",26
"4179",4,5,4,2,4,"BI","M","E","A","P",55
"4180",5,5,5,5,5,"PE","P","E","I","C",11
"4181",4,3,4,1,2,"BP","M","E","I","P",47
"4182",5,5,5,5,5,"","P","E","I","R",36
"4183",5,5,5,5,5,"CM","P","E","I","R",9
"4184",2,2,4,1,2,"CE","P","E","I","P",6
"4185",5,5,5,5,5,"BA","P","E","A","C",9
"4186",5,5,5,5,3,"BI","P","E","A","E",8
"4187",4,4,5,5,3,"","P","E","A","R",4
"4188",3,3,3,4,3,"BE","P","E","A","R",6
"4189",1,1,5,1,5,"BI","P","E","A","R",25
"4190",5,5,2,5,2,"SR","P","E","A","E",11
"4191",1,2,2,1,1,"BP","M","E","I","P",25
"4192",2,2,1,4,1,"BE","M","E","A","E",14
"4193",1,1,1,1,2,"BI","M","E","A","",3
"4194",5,5,5,5,5,"SS","M","I","A","R",14
"4195",1,2,5,1,5,"SR","P","E","A","E",15
"4196",5,5,5,5,3,"PE","P","E","I","C",9
"4197",5,5,5,1,5,"BI","M","E","A","R",36
"4198",1,2,4,2,5,"PE","P","E","I","R",14
"4199",1,1,2,1,4,"TH","P","E","A","E",16
"4200",5,5,5,2,1,"QP","B","E","I","P",47
"4201",1,2,5,1,2,"SR","M","U","I","P",3
"4202",2,2,5,2,1,"BE","P","E","G","R",25
"4203",1,1,5,1,5,"PE","P","E","A","R",14
"4204",5,5,5,5,5,"TH","M","E","A","E",6
"4205",2,5,2,4,5,"BP","M","E","I","P",36
"4206",5,5,2,4,4,"BP","M","E","I","P",7
"4207",1,2,1,2,5,"CM","M","E","I","C",14
"4208",2,5,2,5,2,"GV","B","E","G","",15
"4209",1,2,1,1,1,"BI","P","E","A","R",4
"4210",1,1,1,5,1,"BE","P","E","A","R",9
"4211",2,2,4,3,1,"CM","P","E","A","R",4
"4212",2,3,4,1,2,"BP","M","E","I","P",17
"4213",2,3,2,4,2,"BE","P","E","A","E",36
"4214",4,0,0,0,2,"SS","P","E","A","E",8
"4215",1,1,4,1,3,"BI","P","E","A","R",20
"4216",1,1,5,1,2,"PE","M","E","I","C",5
"4217",5,5,5,5,5,"SS","P","E","G","R",4
"4218",4,4,5,5,5,"PE","P","E","A","R",7
"4219",2,2,3,1,4,"BP","B","I","A","S",25
"4220",4,2,4,2,2,"BI","P","E","A","C",36
"4221",5,5,5,5,3,"BI","P","E","A","R",17
"4222",5,3,5,5,5,"BE","M","E","I","P",4
"4223",5,4,5,4,5,"QP","M","E","I","P",7
"4224",5,5,5,5,5,"BP","P","E","I","P",19
"4225",2,5,2,5,5,"EN","P","E","A","C",15
"4226",3,3,5,2,1,"BI","M","I","A","S",1
"4227",1,2,1,2,5,"BI","M","E","A","C",31
"4228",5,5,5,5,5,"QP","P","E","I","C",15
"4229",2,1,5,1,5,"TH","P","R","A","E",22
"4230",5,5,5,4,5,"BI","M","E","I","P",9
"4231",5,5,5,4,5,"GV","M","E","G","R",58
"4232",2,2,2,5,1,"CE","P","E","A","C",4
"4233",5,5,4,4,4,"PE","P","E","A","R",57
"4234",5,5,5,0,5,"BI","P","E","A","E",15
"4235",1,1,2,2,1,"","P","E","A","E",19
"4236",1,2,2,2,4,"CM","M","E","G","P",14
"4237",5,5,2,5,3,"GV","M","E","G","P",12
"4238",1,1,2,1,5,"BE","P","U","A","C",25
"4239",1,2,5,1,5,"CM","M","I","A","R",3
"4240",2,2,2,2,4,"BP","P","E","I","C",26
"4241",5,3,5,5,5,"MR","M","E","I","R",26
"4242",1,2,5,1,3,"BP","P","E","I","C",22
"4243",2,3,4,2,4,"CE","P","E","A","R",14
"4244",3,3,4,1,5,"PE","P","E","A","R",41
"4245",5,5,5,5,5,"BI","P","S","I","C",15
"4246",5,5,5,5,0,"BP","P","E","I","P",15
"4247",1,1,2,1,3,"QP","M","E","I","P",14
"4248",1,3,1,1,2,"BE","P","E","A","R",3
"4249",4,3,4,1,4,"EN","M","I","A","S",25
"4250",5,5,5,5,0,"GV","M","E","G","P",15
"4251",1,1,5,1,1,"BI","P","E","A","R",26
"4252",1,2,2,1,2,"BP","P","E","A","R",14
"4253",5,5,5,2,3,"BP","M","E","I","P",36
"4254",2,3,2,1,4,"BP","P","E","I","C",47
"4255",2,2,3,4,5,"BE","P","E","A","E",17
"4256",1,3,1,2,5,"BE","P","E","I","R",3
