Id,Guests,Adults,Children,Leisure,Business,Cottage
303309,1,2,0,0,0,1
303310,,2,0,0,0,0
303311,,2,0,0,0,0
303312,,,,,,
303313,,1,0,0,0,0
303314,,2,0,0,0,0
303315,,,,,,
303316,,2,0,0,0,0
303317,,1,0,0,0,0
303318,,,,,,
303319,,1,0,0,0,0
303320,,,,,,
303321,,1,0,0,0,0
303322,,,,,,
303323,,,,,,
303324,,,,,,
303325,,4,0,1,0,0
303326,,4,0,0,0,0
303327,,,,,,
303328,,3,2,0,0,8
303329,,2,0,1,0,0
303330,,2,0,0,0,0
303331,,2,0,0,0,0
303332,,2,3,0,0,0
303333,,2,0,0,0,0
303334,,,,,,
303335,,,,,,
303336,,2,1,0,0,0
303337,,2,0,0,0,0
303338,,1,0,0,0,0
303339,,2,0,0,0,0
303340,,2,1,2,0,3
303341,,1,0,0,0,0
303342,1,1,0,0,1,2
303343,,1,0,0,0,0
303344,,,,,,
303345,,2,2,0,0,0
303346,,,,,,
303347,,2,1,0,0,0
303348,,2,0,0,0,1
303349,,3,1,0,0,0
303350,,1,0,0,0,0
303351,,,,,,
303352,,2,0,0,0,0
303353,1,2,0,1,0,2
303354,,,,,,
303355,,2,0,1,0,0
303356,,2,0,0,0,0
303357,,2,0,0,0,0
303358,,2,1,0,0,0
303359,,2,0,1,0,4
303360,,,,,,
303361,,4,0,1,0,5
303362,,3,0,0,0,1
303363,,3,1,0,0,1
303364,,1,0,0,0,0
303365,,3,0,0,0,1
303366,,3,1,0,0,5
303367,,4,2,0,0,0
303368,,2,1,0,0,0
303369,,2,1,0,0,1
303370,,2,0,0,0,2
303371,,3,0,0,0,0
303372,,4,0,0,0,0
303373,,,,,,
303374,,,,,,
303375,,3,3,0,0,2
303376,,,,,,
303377,,,,,,
303378,,1,0,0,0,0
303379,,2,0,1,0,1
303380,1,2,0,0,0,2
303381,,,,,,
303382,3,2,4,0,0,2
303383,,2,2,0,0,2
303384,,1,0,0,0,0
303385,,2,2,0,0,1
303386,,5,0,0,0,0
303387,,3,1,0,0,4
303388,,2,0,0,0,0
303389,,2,0,1,0,0
303390,,,,,,
303391,,,,,,
303392,,4,0,0,0,0
303393,,3,1,0,0,1
303394,,2,0,0,0,0
303395,,,,,,
303396,,1,0,0,0,0
303397,,2,0,0,0,0
303398,,,,,,
303399,1,3,0,4,3,0
303400,,2,0,1,0,1
303401,,3,0,0,0,0
303402,,3,3,1,0,2
303403,,2,2,0,0,0
303404,,2,0,0,0,1
303405,,2,0,0,0,1
303406,1,2,0,0,0,2
303407,,3,0,0,1,0
303408,,2,0,1,0,0
303409,,2,2,0,0,1
303410,,,,,,
303411,1,4,0,1,0,1
303412,,,,,,
303413,1,2,0,1,0,2
303414,,,,,,
303415,1,2,0,0,1,0
303416,1,1,1,1,0,20
303417,,2,0,1,0,0
303418,,2,1,1,0,0
303419,,,,,,
303420,,2,0,0,0,0
303421,,1,0,0,0,0
303422,,,,,,
303423,,2,0,1,0,0
303424,,2,0,0,0,0
303425,,,,,,
303426,1,2,1,1,0,0
303427,3,2,2,1,0,2
303428,,4,1,0,0,0
303429,,,,,,
303430,,1,0,0,0,12
303431,,1,0,0,0,0
303432,,,,,,
303433,,1,0,0,0,7
303434,,2,0,0,0,0
303435,,1,0,1,0,0
303436,,2,0,0,0,0
303437,,2,0,0,0,0
303438,,2,1,0,0,1
303439,,1,0,0,0,3
303440,,2,0,0,0,0
303441,,,,,,
303442,,2,0,1,0,2
303443,,2,0,0,0,1
303444,,2,0,0,0,0
303445,,2,0,0,0,17
303446,,2,0,0,0,3
303447,,1,0,0,0,0
303448,,4,0,0,0,1
303449,,3,1,0,0,2
303450,,,,,,
303451,,2,0,0,0,0
303452,,2,2,0,0,4
303453,,2,0,1,0,0
303454,,,,,,
303455,,2,0,1,0,3
303456,1,2,0,1,0,1
303457,,,,,,
303458,,2,0,0,0,0
303459,,,,,,
303460,,,,,,
303461,,,,,,
303462,,3,0,0,0,35
303463,,,,,,
303464,,1,0,0,0,3
303465,,1,0,0,0,0
303466,,2,0,0,0,0
303467,,1,0,0,0,0
303468,,3,0,0,0,0
303469,,4,1,0,0,0
303470,,3,0,1,1,2
303471,,4,0,1,1,0
303472,,1,0,0,0,0
303473,,,,,,
303474,,2,2,0,0,1
303475,,,,,,
