"SurveyResponseID","AnswerNumber","CycleOwnership"
3192710,100,"Borrow a bike in NZ"
3192691,82,"Borrow a bike in NZ"
3192693,85,"Borrow a bike in NZ"
3192004,88,"Borrow a bike in NZ"
3191071,100,"Borrow a bike in NZ"
3191142,68,"Borrow a bike in NZ"
3191159,70,"Borrow a bike in NZ"
3191980,149,"Borrow a bike in NZ"
3191982,60,"Borrow a bike in NZ"
3191000,71,"Borrow a bike in NZ"
3191039,94,"Borrow a bike in NZ"
3191054,114,"Borrow a bike in NZ"
3191115,68,"Borrow a bike in NZ"
3191118,60,"Borrow a bike in NZ"
3191121,62,"Borrow a bike in NZ"
3192116,63,"Borrow a bike in NZ"
3192137,97,"Borrow a bike in NZ"
3192099,66,"Borrow a bike in NZ"
3192108,72,"Borrow a bike in NZ"
3192078,83,"Borrow a bike in NZ"
3192093,72,"Borrow a bike in NZ"
3192204,104,"Borrow a bike in NZ"
3192207,76,"Borrow a bike in NZ"
3192186,57,"Borrow a bike in NZ"
3192151,72,"Borrow a bike in NZ"
3192146,79,"Borrow a bike in NZ"
3192289,100,"Borrow a bike in NZ"
3192408,119,"Borrow a bike in NZ"
3192409,73,"Borrow a bike in NZ"
3192428,102,"Borrow a bike in NZ"
3192418,79,"Borrow a bike in NZ"
3192317,94,"Borrow a bike in NZ"
3192337,89,"Borrow a bike in NZ"
3192263,59,"Borrow a bike in NZ"
3192256,58,"Borrow a bike in NZ"
3190923,57,"Borrow a bike in NZ"
3190988,83,"Borrow a bike in NZ"
3190954,78,"Borrow a bike in NZ"
3190996,71,"Borrow a bike in NZ"
3191026,89,"Borrow a bike in NZ"
3190833,93,"Borrow a bike in NZ"
3190804,117,"Borrow a bike in NZ"
3190781,86,"Borrow a bike in NZ"
3190698,54,"Borrow a bike in NZ"
3190769,57,"Borrow a bike in NZ"
3190775,56,"Borrow a bike in NZ"
3190728,59,"Borrow a bike in NZ"
3190735,62,"Borrow a bike in NZ"
3523367,84,"Borrow a bike in NZ"
3190656,68,"Borrow a bike in NZ"
3190660,75,"Borrow a bike in NZ"
3523331,73,"Borrow a bike in NZ"
3523332,106,"Borrow a bike in NZ"
3523272,69,"Borrow a bike in NZ"
3523093,77,"Borrow a bike in NZ"
3523099,78,"Borrow a bike in NZ"
3523249,105,"Borrow a bike in NZ"
3523267,89,"Borrow a bike in NZ"
3522939,71,"Borrow a bike in NZ"
3522947,72,"Borrow a bike in NZ"
3522950,69,"Borrow a bike in NZ"
3522838,78,"Borrow a bike in NZ"
3522840,97,"Borrow a bike in NZ"
3522917,90,"Borrow a bike in NZ"
3522930,90,"Borrow a bike in NZ"
3472248,59,"Borrow a bike in NZ"
3472264,78,"Borrow a bike in NZ"
3472349,75,"Borrow a bike in NZ"
3472356,97,"Borrow a bike in NZ"
3472334,78,"Borrow a bike in NZ"
3472365,83,"Borrow a bike in NZ"
3472136,100,"Borrow a bike in NZ"
3472075,79,"Borrow a bike in NZ"
3472099,93,"Borrow a bike in NZ"
3472055,77,"Borrow a bike in NZ"
3472571,97,"Borrow a bike in NZ"
3472585,74,"Borrow a bike in NZ"
3472543,81,"Borrow a bike in NZ"
3472567,58,"Borrow a bike in NZ"
3472482,66,"Borrow a bike in NZ"
3472483,68,"Borrow a bike in NZ"
3472484,56,"Borrow a bike in NZ"
3472465,59,"Borrow a bike in NZ"
3472450,61,"Borrow a bike in NZ"
3472372,83,"Borrow a bike in NZ"
3522906,75,"Borrow a bike in NZ"
3522912,82,"Borrow a bike in NZ"
3522880,61,"Borrow a bike in NZ"
3472618,104,"Borrow a bike in NZ"
3522827,79,"Borrow a bike in NZ"
3522828,65,"Borrow a bike in NZ"
3471999,100,"Borrow a bike in NZ"
3471991,63,"Borrow a bike in NZ"
3471976,93,"Borrow a bike in NZ"
3471975,71,"Borrow a bike in NZ"
3472037,82,"Borrow a bike in NZ"
3472021,83,"Borrow a bike in NZ"
3472024,64,"Borrow a bike in NZ"
3472031,66,"Borrow a bike in NZ"
3471809,74,"Borrow a bike in NZ"
3471789,103,"Borrow a bike in NZ"
3471819,133,"Borrow a bike in NZ"
3471913,66,"Borrow a bike in NZ"
3471738,73,"Borrow a bike in NZ"
3471765,138,"Borrow a bike in NZ"
3471721,72,"Borrow a bike in NZ"
3471657,74,"Borrow a bike in NZ"
3471684,83,"Borrow a bike in NZ"
3471610,63,"Borrow a bike in NZ"
3471579,74,"Borrow a bike in NZ"
3471622,70,"Borrow a bike in NZ"
3471624,79,"Borrow a bike in NZ"
3471634,81,"Borrow a bike in NZ"
3471642,110,"Borrow a bike in NZ"
3471608,62,"Borrow a bike in NZ"
3471572,130,"Borrow a bike in NZ"
3471568,59,"Borrow a bike in NZ"
3471544,125,"Borrow a bike in NZ"
3471550,98,"Borrow a bike in NZ"
3466854,73,"Borrow a bike in NZ"
3466867,57,"Borrow a bike in NZ"
3466871,68,"Borrow a bike in NZ"
3466792,95,"Borrow a bike in NZ"
3466779,62,"Borrow a bike in NZ"
3466689,66,"Borrow a bike in NZ"
3466720,106,"Borrow a bike in NZ"
3466630,77,"Borrow a bike in NZ"
3466591,80,"Borrow a bike in NZ"
3466683,83,"Borrow a bike in NZ"
3466770,83,"Borrow a bike in NZ"
3466477,132,"Borrow a bike in NZ"
3466560,68,"Borrow a bike in NZ"
3466581,65,"Borrow a bike in NZ"
3466536,128,"Borrow a bike in NZ"
3466464,70,"Borrow a bike in NZ"
3466399,112,"Borrow a bike in NZ"
3466400,75,"Borrow a bike in NZ"
3464340,80,"Borrow a bike in NZ"
3464342,72,"Borrow a bike in NZ"
3464360,80,"Borrow a bike in NZ"
3465028,72,"Borrow a bike in NZ"
3465032,76,"Borrow a bike in NZ"
3465038,59,"Borrow a bike in NZ"
3464372,91,"Borrow a bike in NZ"
3465084,62,"Borrow a bike in NZ"
3465058,57,"Borrow a bike in NZ"
3465059,63,"Borrow a bike in NZ"
3465173,142,"Borrow a bike in NZ"
3465180,80,"Borrow a bike in NZ"
3465279,94,"Borrow a bike in NZ"
3465289,60,"Borrow a bike in NZ"
3465377,63,"Borrow a bike in NZ"
3465241,60,"Borrow a bike in NZ"
3465246,57,"Borrow a bike in NZ"
3465212,76,"Borrow a bike in NZ"
3465091,72,"Borrow a bike in NZ"
3465011,67,"Borrow a bike in NZ"
3465016,76,"Borrow a bike in NZ"
3466422,99,"Borrow a bike in NZ"
3465387,130,"Borrow a bike in NZ"
3465186,57,"Borrow a bike in NZ"
3466389,68,"Borrow a bike in NZ"
3463995,96,"Borrow a bike in NZ"
3464023,66,"Borrow a bike in NZ"
3464027,60,"Borrow a bike in NZ"
3464030,74,"Borrow a bike in NZ"
3464134,107,"Borrow a bike in NZ"
3464007,57,"Borrow a bike in NZ"
3464160,84,"Borrow a bike in NZ"
3464278,61,"Borrow a bike in NZ"
3461815,59,"Borrow a bike in NZ"
3464272,84,"Borrow a bike in NZ"
3464233,112,"Borrow a bike in NZ"
3464247,81,"Borrow a bike in NZ"
3464184,74,"Borrow a bike in NZ"
3463737,57,"Borrow a bike in NZ"
3463675,61,"Borrow a bike in NZ"
3463564,78,"Borrow a bike in NZ"
3463649,62,"Borrow a bike in NZ"
3463790,60,"Borrow a bike in NZ"
3463959,54,"Borrow a bike in NZ"
3463967,69,"Borrow a bike in NZ"
3463926,59,"Borrow a bike in NZ"
3463472,100,"Borrow a bike in NZ"
3463473,62,"Borrow a bike in NZ"
3463480,65,"Borrow a bike in NZ"
3463490,95,"Borrow a bike in NZ"
3463524,64,"Borrow a bike in NZ"
3463501,95,"Borrow a bike in NZ"
3463506,91,"Borrow a bike in NZ"
3463432,76,"Borrow a bike in NZ"
3463462,99,"Borrow a bike in NZ"
3463350,59,"Borrow a bike in NZ"
3462943,64,"Borrow a bike in NZ"
3463340,64,"Borrow a bike in NZ"
3462981,86,"Borrow a bike in NZ"
3462984,59,"Borrow a bike in NZ"
3463014,122,"Borrow a bike in NZ"
3462871,75,"Borrow a bike in NZ"
3462885,102,"Borrow a bike in NZ"
3462906,69,"Borrow a bike in NZ"
3462912,85,"Borrow a bike in NZ"
3462862,87,"Borrow a bike in NZ"
3462850,90,"Borrow a bike in NZ"
3462748,76,"Borrow a bike in NZ"
3462822,67,"Borrow a bike in NZ"
3462832,64,"Borrow a bike in NZ"
3462835,87,"Borrow a bike in NZ"
3462766,98,"Borrow a bike in NZ"
3462722,82,"Borrow a bike in NZ"
3462701,75,"Borrow a bike in NZ"
3462692,77,"Borrow a bike in NZ"
3462666,66,"Borrow a bike in NZ"
3462643,71,"Borrow a bike in NZ"
3462512,68,"Borrow a bike in NZ"
3462556,113,"Borrow a bike in NZ"
3462581,94,"Borrow a bike in NZ"
3462520,73,"Borrow a bike in NZ"
3461845,73,"Borrow a bike in NZ"
3461727,68,"Borrow a bike in NZ"
3461880,71,"Borrow a bike in NZ"
3461671,64,"Borrow a bike in NZ"
3461672,81,"Borrow a bike in NZ"
3461597,77,"Borrow a bike in NZ"
3461683,91,"Borrow a bike in NZ"
3461530,65,"Borrow a bike in NZ"
3461531,77,"Borrow a bike in NZ"
3461515,81,"Borrow a bike in NZ"
3191807,69,"Borrow a bike in NZ"
3191804,84,"Borrow a bike in NZ"
3461439,68,"Borrow a bike in NZ"
3191769,72,"Borrow a bike in NZ"
3191759,71,"Borrow a bike in NZ"
3191753,57,"Borrow a bike in NZ"
3191698,66,"Borrow a bike in NZ"
3191699,71,"Borrow a bike in NZ"
3191633,71,"Borrow a bike in NZ"
3191558,63,"Borrow a bike in NZ"
3191646,64,"Borrow a bike in NZ"
3191654,64,"Borrow a bike in NZ"
3191459,68,"Borrow a bike in NZ"
3191438,61,"Borrow a bike in NZ"
3191446,68,"Borrow a bike in NZ"
3191491,61,"Borrow a bike in NZ"
3191462,58,"Borrow a bike in NZ"
3191429,67,"Borrow a bike in NZ"
3191420,68,"Borrow a bike in NZ"
3191338,64,"Borrow a bike in NZ"
3191350,73,"Borrow a bike in NZ"
3191239,73,"Borrow a bike in NZ"
3191296,65,"Borrow a bike in NZ"
3191326,85,"Borrow a bike in NZ"
3191213,62,"Borrow a bike in NZ"
3191167,69,"Borrow a bike in NZ"
3190637,72,"Borrow a bike in NZ"
3190652,76,"Borrow a bike in NZ"
3190537,86,"Borrow a bike in NZ"
3190601,105,"Borrow a bike in NZ"
3190613,78,"Borrow a bike in NZ"
3190584,97,"Borrow a bike in NZ"
3190493,63,"Borrow a bike in NZ"
3190407,69,"Borrow a bike in NZ"
3190165,66,"Borrow a bike in NZ"
3190243,61,"Borrow a bike in NZ"
3190255,59,"Borrow a bike in NZ"
3190214,79,"Borrow a bike in NZ"
3190084,60,"Borrow a bike in NZ"
3190087,64,"Borrow a bike in NZ"
3190132,80,"Borrow a bike in NZ"
3190140,63,"Borrow a bike in NZ"
3190116,58,"Borrow a bike in NZ"
3190391,88,"Borrow a bike in NZ"
3190392,99,"Borrow a bike in NZ"
3190394,103,"Borrow a bike in NZ"
3190381,64,"Borrow a bike in NZ"
3190263,108,"Borrow a bike in NZ"
3190270,68,"Borrow a bike in NZ"
3190324,63,"Borrow a bike in NZ"
3190337,85,"Borrow a bike in NZ"
3190038,71,"Borrow a bike in NZ"
3190043,97,"Borrow a bike in NZ"
3190072,99,"Borrow a bike in NZ"
3190073,65,"Borrow a bike in NZ"
3189965,60,"Borrow a bike in NZ"
3189898,80,"Borrow a bike in NZ"
3189949,66,"Borrow a bike in NZ"
3189953,78,"Borrow a bike in NZ"
3189814,58,"Borrow a bike in NZ"
3189816,57,"Borrow a bike in NZ"
3189823,67,"Borrow a bike in NZ"
3189805,79,"Borrow a bike in NZ"
3189774,72,"Borrow a bike in NZ"
3189706,58,"Borrow a bike in NZ"
3189734,75,"Borrow a bike in NZ"
3189482,78,"Borrow a bike in NZ"
3189431,59,"Borrow a bike in NZ"
3189437,81,"Borrow a bike in NZ"
3189481,58,"Borrow a bike in NZ"
3189544,80,"Borrow a bike in NZ"
3189545,73,"Borrow a bike in NZ"
3189521,86,"Borrow a bike in NZ"
3189515,76,"Borrow a bike in NZ"
3189672,66,"Borrow a bike in NZ"
3189677,64,"Borrow a bike in NZ"
3189632,78,"Borrow a bike in NZ"
3189642,70,"Borrow a bike in NZ"
3189659,82,"Borrow a bike in NZ"
3189661,71,"Borrow a bike in NZ"
3189626,68,"Borrow a bike in NZ"
3189619,73,"Borrow a bike in NZ"
3189587,62,"Borrow a bike in NZ"
3189290,102,"Borrow a bike in NZ"
3189299,81,"Borrow a bike in NZ"
3189310,70,"Borrow a bike in NZ"
3189261,57,"Borrow a bike in NZ"
3189266,86,"Borrow a bike in NZ"
3189180,68,"Borrow a bike in NZ"
3189203,64,"Borrow a bike in NZ"
3189175,59,"Borrow a bike in NZ"
3189020,72,"Borrow a bike in NZ"
3189369,82,"Borrow a bike in NZ"
3189210,64,"Borrow a bike in NZ"
3189367,59,"Borrow a bike in NZ"
3189412,66,"Borrow a bike in NZ"
3189415,132,"Borrow a bike in NZ"
3189425,57,"Borrow a bike in NZ"
3189376,54,"Borrow a bike in NZ"
3188514,72,"Borrow a bike in NZ"
3188712,67,"Borrow a bike in NZ"
3188592,75,"Borrow a bike in NZ"
3188366,64,"Borrow a bike in NZ"
3188342,84,"Borrow a bike in NZ"
3188325,75,"Borrow a bike in NZ"
3188441,54,"Borrow a bike in NZ"
3188444,72,"Borrow a bike in NZ"
3188447,62,"Borrow a bike in NZ"
3188418,73,"Borrow a bike in NZ"
3188394,58,"Borrow a bike in NZ"
3189119,62,"Borrow a bike in NZ"
3189061,66,"Borrow a bike in NZ"
3188954,85,"Borrow a bike in NZ"
3188976,62,"Borrow a bike in NZ"
3188920,65,"Borrow a bike in NZ"
3188930,91,"Borrow a bike in NZ"
3188937,102,"Borrow a bike in NZ"
3188870,73,"Borrow a bike in NZ"
3188874,55,"Borrow a bike in NZ"
3188889,59,"Borrow a bike in NZ"
3188776,85,"Borrow a bike in NZ"
3188777,83,"Borrow a bike in NZ"
3188763,81,"Borrow a bike in NZ"
3188595,58,"Borrow a bike in NZ"
3188598,77,"Borrow a bike in NZ"
3187690,79,"Borrow a bike in NZ"
3187829,62,"Borrow a bike in NZ"
3187854,75,"Borrow a bike in NZ"
3187892,109,"Borrow a bike in NZ"
3187909,58,"Borrow a bike in NZ"
3188044,85,"Borrow a bike in NZ"
3188015,83,"Borrow a bike in NZ"
3187981,51,"Borrow a bike in NZ"
3187991,93,"Borrow a bike in NZ"
3188186,54,"Borrow a bike in NZ"
3188203,71,"Borrow a bike in NZ"
3188312,74,"Borrow a bike in NZ"
3188317,71,"Borrow a bike in NZ"
3188288,57,"Borrow a bike in NZ"
3188248,77,"Borrow a bike in NZ"
3187604,115,"Borrow a bike in NZ"
3187759,67,"Borrow a bike in NZ"
3187788,75,"Borrow a bike in NZ"
3187546,74,"Borrow a bike in NZ"
3187516,77,"Borrow a bike in NZ"
3187496,72,"Borrow a bike in NZ"
3187500,76,"Borrow a bike in NZ"
3187479,71,"Borrow a bike in NZ"
3187445,71,"Borrow a bike in NZ"
3187285,64,"Borrow a bike in NZ"
3187435,66,"Borrow a bike in NZ"
3187126,77,"Borrow a bike in NZ"
3187180,68,"Borrow a bike in NZ"
3187008,63,"Borrow a bike in NZ"
3187001,57,"Borrow a bike in NZ"
3186932,77,"Borrow a bike in NZ"
3186966,58,"Borrow a bike in NZ"
3186986,78,"Borrow a bike in NZ"
3186828,53,"Borrow a bike in NZ"
3186903,69,"Borrow a bike in NZ"
3186735,59,"Borrow a bike in NZ"
3186797,62,"Borrow a bike in NZ"
3186784,71,"Borrow a bike in NZ"
3186699,57,"Borrow a bike in NZ"
3186664,57,"Borrow a bike in NZ"
3186205,71,"Borrow a bike in NZ"
3186186,71,"Borrow a bike in NZ"
3186189,61,"Borrow a bike in NZ"
3185962,73,"Borrow a bike in NZ"
3186162,76,"Borrow a bike in NZ"
3186578,57,"Borrow a bike in NZ"
3186517,67,"Borrow a bike in NZ"
3186546,100,"Borrow a bike in NZ"
3186508,72,"Borrow a bike in NZ"
3186499,54,"Borrow a bike in NZ"
3186336,73,"Borrow a bike in NZ"
3186294,54,"Borrow a bike in NZ"
3186304,57,"Borrow a bike in NZ"
3186226,85,"Borrow a bike in NZ"
3186276,74,"Borrow a bike in NZ"
3186075,74,"Borrow a bike in NZ"
3186081,79,"Borrow a bike in NZ"
3185996,70,"Borrow a bike in NZ"
3186002,68,"Borrow a bike in NZ"
3185882,66,"Borrow a bike in NZ"
3185991,72,"Borrow a bike in NZ"
3185717,81,"Borrow a bike in NZ"
3185793,68,"Borrow a bike in NZ"
3185687,69,"Borrow a bike in NZ"
3185843,72,"Borrow a bike in NZ"
3185797,70,"Borrow a bike in NZ"
3185493,70,"Borrow a bike in NZ"
3185598,69,"Borrow a bike in NZ"
3185574,64,"Borrow a bike in NZ"
3185590,55,"Borrow a bike in NZ"
3185449,58,"Borrow a bike in NZ"
3185425,70,"Borrow a bike in NZ"
3185429,67,"Borrow a bike in NZ"
3185486,78,"Borrow a bike in NZ"
3185516,62,"Borrow a bike in NZ"
3185417,74,"Borrow a bike in NZ"
3185390,66,"Borrow a bike in NZ"
3185370,66,"Borrow a bike in NZ"
3185286,63,"Borrow a bike in NZ"
3185267,59,"Borrow a bike in NZ"
3185220,80,"Borrow a bike in NZ"
3185129,65,"Borrow a bike in NZ"
3184901,67,"Borrow a bike in NZ"
3185052,65,"Borrow a bike in NZ"
3185063,64,"Borrow a bike in NZ"
3185089,57,"Borrow a bike in NZ"
3185106,59,"Borrow a bike in NZ"
3184937,68,"Borrow a bike in NZ"
3184940,67,"Borrow a bike in NZ"
3184881,71,"Borrow a bike in NZ"
3184982,70,"Borrow a bike in NZ"
3184869,79,"Borrow a bike in NZ"
3184880,67,"Borrow a bike in NZ"
3184822,74,"Borrow a bike in NZ"
3184855,77,"Borrow a bike in NZ"
3184795,71,"Borrow a bike in NZ"
3184801,71,"Borrow a bike in NZ"
3184782,67,"Borrow a bike in NZ"
3184834,75,"Borrow a bike in NZ"
3184764,64,"Borrow a bike in NZ"
3184754,58,"Borrow a bike in NZ"
3524902,81,"Borrow a bike in NZ"
3524895,78,"Borrow a bike in NZ"
3523903,56,"Borrow a bike in NZ"
3523909,90,"Borrow a bike in NZ"
3524865,97,"Borrow a bike in NZ"
3523816,64,"Borrow a bike in NZ"
3523818,81,"Borrow a bike in NZ"
3523873,82,"Borrow a bike in NZ"
3523695,77,"Borrow a bike in NZ"
3523696,59,"Borrow a bike in NZ"
3523702,69,"Borrow a bike in NZ"
3523756,125,"Borrow a bike in NZ"
3523739,77,"Borrow a bike in NZ"
3523714,106,"Borrow a bike in NZ"
3522970,64,"Borrow a bike in NZ"
3522972,58,"Borrow a bike in NZ"
3522976,88,"Borrow a bike in NZ"
3503837,66,"Borrow a bike in NZ"
3503778,68,"Borrow a bike in NZ"
3523178,58,"Borrow a bike in NZ"
3523142,77,"Borrow a bike in NZ"
3523048,86,"Borrow a bike in NZ"
3523117,68,"Borrow a bike in NZ"
3522977,80,"Borrow a bike in NZ"
3522990,134,"Borrow a bike in NZ"
3503784,117,"Borrow a bike in NZ"
3503795,79,"Borrow a bike in NZ"
3523042,93,"Borrow a bike in NZ"
3503501,68,"Borrow a bike in NZ"
3503371,82,"Borrow a bike in NZ"
3503375,86,"Borrow a bike in NZ"
3503331,94,"Borrow a bike in NZ"
3503359,85,"Borrow a bike in NZ"
3503580,70,"Borrow a bike in NZ"
3497712,70,"Borrow a bike in NZ"
3497612,70,"Borrow a bike in NZ"
3502352,77,"Borrow a bike in NZ"
3502359,70,"Borrow a bike in NZ"
3502315,55,"Borrow a bike in NZ"
3497771,76,"Borrow a bike in NZ"
3497808,73,"Borrow a bike in NZ"
3502391,77,"Borrow a bike in NZ"
3502407,92,"Borrow a bike in NZ"
3497814,68,"Borrow a bike in NZ"
3503183,61,"Borrow a bike in NZ"
3503121,60,"Borrow a bike in NZ"
3502538,58,"Borrow a bike in NZ"
3502544,102,"Borrow a bike in NZ"
3503284,79,"Borrow a bike in NZ"
3503263,108,"Borrow a bike in NZ"
3503265,97,"Borrow a bike in NZ"
3503268,92,"Borrow a bike in NZ"
3497107,57,"Borrow a bike in NZ"
3496943,120,"Borrow a bike in NZ"
3496973,102,"Borrow a bike in NZ"
3497028,58,"Borrow a bike in NZ"
3497071,74,"Borrow a bike in NZ"
3497196,67,"Borrow a bike in NZ"
3497211,94,"Borrow a bike in NZ"
3497148,90,"Borrow a bike in NZ"
3497151,104,"Borrow a bike in NZ"
3497173,91,"Borrow a bike in NZ"
3497248,71,"Borrow a bike in NZ"
3497297,71,"Borrow a bike in NZ"
3497585,65,"Borrow a bike in NZ"
3497551,62,"Borrow a bike in NZ"
3496568,105,"Borrow a bike in NZ"
3496511,114,"Borrow a bike in NZ"
3496514,60,"Borrow a bike in NZ"
3496681,127,"Borrow a bike in NZ"
3496630,136,"Borrow a bike in NZ"
3496922,90,"Borrow a bike in NZ"
3496886,78,"Borrow a bike in NZ"
3496821,108,"Borrow a bike in NZ"
3496724,117,"Borrow a bike in NZ"
3496756,184,"Borrow a bike in NZ"
3496781,67,"Borrow a bike in NZ"
3496804,69,"Borrow a bike in NZ"
3471320,62,"Borrow a bike in NZ"
3471324,117,"Borrow a bike in NZ"
3471331,54,"Borrow a bike in NZ"
3471347,70,"Borrow a bike in NZ"
3471471,66,"Borrow a bike in NZ"
3495889,65,"Borrow a bike in NZ"
3495900,55,"Borrow a bike in NZ"
3495904,70,"Borrow a bike in NZ"
3495912,78,"Borrow a bike in NZ"
3495935,83,"Borrow a bike in NZ"
3495952,62,"Borrow a bike in NZ"
3471479,82,"Borrow a bike in NZ"
3471493,94,"Borrow a bike in NZ"
3471386,90,"Borrow a bike in NZ"
3471389,88,"Borrow a bike in NZ"
3471498,85,"Borrow a bike in NZ"
3496126,121,"Borrow a bike in NZ"
3496148,108,"Borrow a bike in NZ"
3496281,62,"Borrow a bike in NZ"
3496031,60,"Borrow a bike in NZ"
3496045,110,"Borrow a bike in NZ"
3496100,94,"Borrow a bike in NZ"
3496013,86,"Borrow a bike in NZ"
3496020,75,"Borrow a bike in NZ"
3495971,95,"Borrow a bike in NZ"
3496474,75,"Borrow a bike in NZ"
3496479,60,"Borrow a bike in NZ"
3496485,64,"Borrow a bike in NZ"
3496439,80,"Borrow a bike in NZ"
3496444,69,"Borrow a bike in NZ"
3496451,82,"Borrow a bike in NZ"
3496388,99,"Borrow a bike in NZ"
3496296,65,"Borrow a bike in NZ"
3496323,133,"Borrow a bike in NZ"
3496324,72,"Borrow a bike in NZ"
3496325,104,"Borrow a bike in NZ"
3471310,103,"Borrow a bike in NZ"
3471199,80,"Borrow a bike in NZ"
3471240,111,"Borrow a bike in NZ"
3471190,121,"Borrow a bike in NZ"
3471127,74,"Borrow a bike in NZ"
3471177,76,"Borrow a bike in NZ"
3471167,112,"Borrow a bike in NZ"
3471066,110,"Borrow a bike in NZ"
3471085,69,"Borrow a bike in NZ"
3471120,77,"Borrow a bike in NZ"
3471069,114,"Borrow a bike in NZ"
3471036,107,"Borrow a bike in NZ"
3471046,76,"Borrow a bike in NZ"
3466105,64,"Borrow a bike in NZ"
3466121,63,"Borrow a bike in NZ"
3470977,73,"Borrow a bike in NZ"
3470982,83,"Borrow a bike in NZ"
3470986,69,"Borrow a bike in NZ"
3470988,81,"Borrow a bike in NZ"
3470998,66,"Borrow a bike in NZ"
3471017,82,"Borrow a bike in NZ"
3471031,70,"Borrow a bike in NZ"
3471032,78,"Borrow a bike in NZ"
3464684,77,"Borrow a bike in NZ"
3465902,60,"Borrow a bike in NZ"
3465866,81,"Borrow a bike in NZ"
3465940,72,"Borrow a bike in NZ"
3465943,72,"Borrow a bike in NZ"
3466031,81,"Borrow a bike in NZ"
3466042,56,"Borrow a bike in NZ"
3466069,66,"Borrow a bike in NZ"
3466092,67,"Borrow a bike in NZ"
3470947,104,"Borrow a bike in NZ"
3470949,87,"Borrow a bike in NZ"
3470956,82,"Borrow a bike in NZ"
3470963,78,"Borrow a bike in NZ"
3463123,66,"Borrow a bike in NZ"
3463138,61,"Borrow a bike in NZ"
3463140,71,"Borrow a bike in NZ"
3463244,57,"Borrow a bike in NZ"
3463204,65,"Borrow a bike in NZ"
3464106,61,"Borrow a bike in NZ"
3463266,68,"Borrow a bike in NZ"
3463268,62,"Borrow a bike in NZ"
3463291,61,"Borrow a bike in NZ"
3463069,125,"Borrow a bike in NZ"
3338925,73,"Borrow a bike in NZ"
3463044,96,"Borrow a bike in NZ"
3462448,57,"Borrow a bike in NZ"
3462455,66,"Borrow a bike in NZ"
3462460,61,"Borrow a bike in NZ"
3462470,58,"Borrow a bike in NZ"
3462260,77,"Borrow a bike in NZ"
3462312,73,"Borrow a bike in NZ"
3462244,72,"Borrow a bike in NZ"
3462368,111,"Borrow a bike in NZ"
3462416,124,"Borrow a bike in NZ"
3462425,58,"Borrow a bike in NZ"
3184619,75,"Borrow a bike in NZ"
3184633,75,"Borrow a bike in NZ"
3184606,77,"Borrow a bike in NZ"
3338458,72,"Borrow a bike in NZ"
3338422,65,"Borrow a bike in NZ"
3338389,61,"Borrow a bike in NZ"
3338495,81,"Borrow a bike in NZ"
3338559,113,"Borrow a bike in NZ"
3338478,70,"Not sure"
3338418,64,"Not sure"
3338450,74,"Not sure"
3338457,71,"Not sure"
3184698,71,"Not sure"
3184709,86,"Not sure"
3184712,70,"Not sure"
3184635,63,"Not sure"
3184650,65,"Not sure"
3184664,66,"Not sure"
3184629,91,"Not sure"
3462210,70,"Not sure"
3338963,74,"Not sure"
3338914,67,"Not sure"
3471033,80,"Not sure"
3470984,69,"Not sure"
3471184,58,"Not sure"
3471245,73,"Not sure"
3471205,82,"Not sure"
3471300,77,"Not sure"
3471261,77,"Not sure"
3496468,65,"Not sure"
3471502,68,"Not sure"
3471497,75,"Not sure"
3471368,72,"Not sure"
3497538,58,"Not sure"
3497597,59,"Not sure"
3497288,78,"Not sure"
3502531,79,"Not sure"
3497788,71,"Not sure"
3497615,72,"Not sure"
3497617,62,"Not sure"
3497734,73,"Not sure"
3497744,62,"Not sure"
3497754,58,"Not sure"
3503616,97,"Not sure"
3523730,97,"Not sure"
3184778,63,"Not sure"
3184780,68,"Not sure"
3184837,74,"Not sure"
3184785,81,"Not sure"
3184996,60,"Not sure"
3184900,76,"Not sure"
3184973,71,"Not sure"
3184948,68,"Not sure"
3184928,68,"Not sure"
3185077,68,"Not sure"
3185016,81,"Not sure"
3185035,60,"Not sure"
3185140,73,"Not sure"
3185189,64,"Not sure"
3185120,67,"Not sure"
3185240,69,"Not sure"
3185230,67,"Not sure"
3185250,67,"Not sure"
3185266,53,"Not sure"
3185289,70,"Not sure"
3185290,79,"Not sure"
3185307,67,"Not sure"
3185311,75,"Not sure"
3185404,60,"Not sure"
3185335,68,"Not sure"
3185357,67,"Not sure"
3185359,70,"Not sure"
3185534,64,"Not sure"
3185477,66,"Not sure"
3185609,68,"Not sure"
3185618,69,"Not sure"
3185620,69,"Not sure"
3185629,72,"Not sure"
3185846,63,"Not sure"
3185822,67,"Not sure"
3185765,69,"Not sure"
3185724,68,"Not sure"
3185736,66,"Not sure"
3185645,85,"Not sure"
3185652,69,"Not sure"
3185640,73,"Not sure"
3185956,73,"Not sure"
3185924,78,"Not sure"
3186015,69,"Not sure"
3186060,74,"Not sure"
3186086,69,"Not sure"
3186469,87,"Not sure"
3186156,71,"Not sure"
3186127,64,"Not sure"
3186138,58,"Not sure"
3186141,71,"Not sure"
3186757,71,"Not sure"
3186761,91,"Not sure"
3186869,59,"Not sure"
3186885,79,"Not sure"
3186888,79,"Not sure"
3186987,71,"Not sure"
3186993,71,"Not sure"
3186983,78,"Not sure"
3187015,77,"Not sure"
3187029,64,"Not sure"
3187074,59,"Not sure"
