"SurveyResponseID","AnswerNumber","AmenityType","EnvPracticeRating"
3503834,159,"Public infrastructure","About average"
3503838,141,"Visitor transport","About average"
3497650,136,"Activity and attractions","Ahead of most other places"
3496231,143,"Public infrastructure","Don't know"
3503130,176,"Activity and attractions","Ahead of most other places"
3496235,111,"Commercial accommodation","Amongst the best in the world"
3522544,121,"Activity and attractions","About average"
3503127,143,"Overall environmental management","Ahead of most other places"
3497646,131,"Public infrastructure","Ahead of most other places"
3496243,241,"Activity and attractions","Amongst the best in the world"
3503834,160,"Overall environmental management","Amongst the best in the world"
3496235,114,"Public infrastructure","Amongst the best in the world"
3496231,142,"Visitor transport","Don't know"
3497646,132,"Overall environmental management","About average"
3503134,129,"Activity and attractions","Ahead of most other places"
3496235,112,"Activity and attractions","Amongst the best in the world"
3503130,178,"Public infrastructure","About average"
3503838,143,"Overall environmental management","Amongst the best in the world"
3496243,244,"Overall environmental management","Ahead of most other places"
3496235,115,"Overall environmental management","Amongst the best in the world"
3497650,137,"Visitor transport","Behind most other places"
3496243,242,"Visitor transport","Ahead of most other places"
3497654,148,"Commercial accommodation","About average"
3497650,135,"Commercial accommodation","About average"
3522544,120,"Commercial accommodation","Don't know"
3503130,177,"Visitor transport","About average"
3503134,128,"Commercial accommodation","Ahead of most other places"
3496257,175,"Commercial accommodation","Ahead of most other places"
3497650,138,"Public infrastructure","Amongst the best in the world"
3522555,179,"Commercial accommodation","About average"
3496243,240,"Commercial accommodation","About average"
3503838,142,"Public infrastructure","Ahead of most other places"
3496235,113,"Visitor transport","Amongst the best in the world"
3496257,176,"Activity and attractions","Ahead of most other places"
3496243,243,"Public infrastructure","Ahead of most other places"
3503130,179,"Overall environmental management","About average"
3522544,122,"Visitor transport","About average"
3503134,130,"Visitor transport","Ahead of most other places"
3496269,135,"Commercial accommodation","Don't know"
3503134,131,"Public infrastructure","Ahead of most other places"
3496257,178,"Public infrastructure","Ahead of most other places"
3497654,150,"Visitor transport","Don't know"
3522544,123,"Public infrastructure","Don't know"
3522561,165,"Commercial accommodation","Ahead of most other places"
3496277,126,"Commercial accommodation","About average"
3496257,179,"Overall environmental management","Ahead of most other places"
3496269,137,"Visitor transport","Don't know"
3522555,180,"Activity and attractions","Amongst the best in the world"
3497654,149,"Activity and attractions","About average"
3497650,139,"Overall environmental management","About average"
3522555,181,"Visitor transport","About average"
3503138,123,"Activity and attractions","About average"
3496277,127,"Activity and attractions","Ahead of most other places"
3522561,166,"Activity and attractions","Ahead of most other places"
3497670,133,"Activity and attractions","Ahead of most other places"
3496257,177,"Visitor transport","Ahead of most other places"
3522544,124,"Overall environmental management","Ahead of most other places"
3503134,132,"Overall environmental management","Ahead of most other places"
3503138,122,"Commercial accommodation","About average"
3497670,132,"Commercial accommodation","Amongst the best in the world"
3496269,136,"Activity and attractions","Don't know"
3497654,151,"Public infrastructure","Behind most other places"
3522555,182,"Public infrastructure","About average"
3522555,183,"Overall environmental management","Ahead of most other places"
3496269,139,"Overall environmental management","Don't know"
3496277,128,"Visitor transport","Behind most other places"
3503138,125,"Public infrastructure","About average"
3497654,152,"Overall environmental management","Ahead of most other places"
3522561,167,"Visitor transport","About average"
3497670,136,"Overall environmental management","Ahead of most other places"
3497670,135,"Public infrastructure","Ahead of most other places"
3522561,168,"Public infrastructure","Ahead of most other places"
3497682,149,"Activity and attractions","Amongst the best in the world"
3496269,138,"Public infrastructure","Don't know"
3522561,169,"Overall environmental management","Ahead of most other places"
3522563,159,"Activity and attractions","About average"
3522567,162,"Activity and attractions","Ahead of most other places"
3503146,176,"Public infrastructure","Ahead of most other places"
3496277,130,"Overall environmental management","Ahead of most other places"
3503146,173,"Commercial accommodation","About average"
3503138,126,"Overall environmental management","About average"
3522563,160,"Visitor transport","About average"
3503154,120,"Activity and attractions","Don't know"
3497690,151,"Activity and attractions","Don't know"
3503138,124,"Visitor transport","About average"
3497682,150,"Visitor transport","Amongst the best in the world"
3496289,157,"Activity and attractions","Ahead of most other places"
3522563,161,"Public infrastructure","About average"
3522575,190,"Activity and attractions","Amongst the best in the world"
3497694,174,"Activity and attractions","Don't know"
3497682,152,"Overall environmental management","Ahead of most other places"
3496277,129,"Public infrastructure","Amongst the best in the world"
3497670,134,"Visitor transport","Don't know"
3503146,174,"Activity and attractions","Amongst the best in the world"
3497682,151,"Public infrastructure","Ahead of most other places"
3522563,162,"Overall environmental management","About average"
3497682,148,"Commercial accommodation","Don't know"
3497690,152,"Visitor transport","Ahead of most other places"
3497690,150,"Commercial accommodation","Amongst the best in the world"
3522567,165,"Overall environmental management","Amongst the best in the world"
3503146,177,"Overall environmental management","Ahead of most other places"
3522567,161,"Commercial accommodation","Ahead of most other places"
3522567,164,"Public infrastructure","Ahead of most other places"
3496289,160,"Overall environmental management","Ahead of most other places"
3522575,189,"Commercial accommodation","Amongst the best in the world"
3503154,119,"Commercial accommodation","Don't know"
3497690,153,"Public infrastructure","About average"
3503146,175,"Visitor transport","About average"
3522583,139,"Activity and attractions","Ahead of most other places"
3497694,173,"Commercial accommodation","About average"
3503154,121,"Visitor transport","Don't know"
3522563,158,"Commercial accommodation","About average"
3496289,159,"Public infrastructure","Ahead of most other places"
3522567,163,"Visitor transport","About average"
3497690,154,"Overall environmental management","Ahead of most other places"
3496289,158,"Visitor transport","About average"
3496289,156,"Commercial accommodation","Ahead of most other places"
3503170,141,"Activity and attractions","About average"
3496293,132,"Activity and attractions","About average"
3503154,122,"Public infrastructure","Don't know"
3497694,175,"Visitor transport","Behind most other places"
3522583,138,"Commercial accommodation","About average"
3522575,191,"Visitor transport","Amongst the best in the world"
3503170,140,"Commercial accommodation","About average"
3496293,133,"Visitor transport","About average"
3522575,192,"Public infrastructure","Amongst the best in the world"
3497698,160,"Commercial accommodation","About average"
3496293,131,"Commercial accommodation","Don't know"
3496293,134,"Public infrastructure","Ahead of most other places"
3503154,123,"Overall environmental management","Don't know"
3522575,193,"Overall environmental management","Amongst the best in the world"
3497694,176,"Public infrastructure","Ahead of most other places"
3522587,139,"Commercial accommodation","Ahead of most other places"
3496305,177,"Commercial accommodation","Ahead of most other places"
3503194,166,"Commercial accommodation","Ahead of most other places"
3522587,140,"Activity and attractions","Amongst the best in the world"
3503194,167,"Activity and attractions","Ahead of most other places"
3497698,161,"Activity and attractions","Don't know"
3496305,178,"Activity and attractions","Ahead of most other places"
3522583,142,"Overall environmental management","Ahead of most other places"
3503170,144,"Overall environmental management","About average"
3522587,141,"Visitor transport","Don't know"
3496309,136,"Activity and attractions","Ahead of most other places"
3522599,148,"Activity and attractions","Ahead of most other places"
3503198,151,"Commercial accommodation","About average"
3503194,168,"Visitor transport","Ahead of most other places"
3497694,177,"Overall environmental management","Don't know"
3503170,143,"Public infrastructure","About average"
3496305,179,"Visitor transport","Ahead of most other places"
3522583,140,"Visitor transport","Ahead of most other places"
3503170,142,"Visitor transport","About average"
3497702,169,"Activity and attractions","Ahead of most other places"
3522583,141,"Public infrastructure","Ahead of most other places"
3522599,147,"Commercial accommodation","Don't know"
3522587,142,"Public infrastructure","About average"
3497702,168,"Commercial accommodation","About average"
3503194,170,"Overall environmental management","Ahead of most other places"
3497698,164,"Overall environmental management","Don't know"
3497702,170,"Visitor transport","Behind most other places"
3496293,135,"Overall environmental management","About average"
3496305,180,"Public infrastructure","About average"
3497710,143,"Activity and attractions","About average"
3496313,136,"Commercial accommodation","Ahead of most other places"
3497698,162,"Visitor transport","About average"
3497698,163,"Public infrastructure","About average"
3503198,152,"Activity and attractions","Amongst the best in the world"
3496309,137,"Visitor transport","About average"
3496309,135,"Commercial accommodation","About average"
3496305,181,"Overall environmental management","Amongst the best in the world"
3522587,143,"Overall environmental management","Ahead of most other places"
3503194,169,"Public infrastructure","About average"
3497710,142,"Commercial accommodation","Ahead of most other places"
3496313,137,"Activity and attractions","Ahead of most other places"
3522615,189,"Activity and attractions","Don't know"
3522615,188,"Commercial accommodation","Don't know"
3496309,138,"Public infrastructure","About average"
3503198,153,"Visitor transport","Ahead of most other places"
3522599,150,"Public infrastructure","Ahead of most other places"
3497702,171,"Public infrastructure","Amongst the best in the world"
3522599,151,"Overall environmental management","Ahead of most other places"
3497710,144,"Visitor transport","Ahead of most other places"
3503198,155,"Overall environmental management","Amongst the best in the world"
3522631,166,"Activity and attractions","Amongst the best in the world"
3522615,192,"Overall environmental management","Don't know"
3496313,140,"Overall environmental management","Ahead of most other places"
3522631,167,"Visitor transport","Behind most other places"
3503202,158,"Public infrastructure","Amongst the best in the world"
3496333,178,"Public infrastructure","About average"
3496309,139,"Overall environmental management","Ahead of most other places"
3503202,155,"Commercial accommodation","Amongst the best in the world"
3496345,124,"Commercial accommodation","Don't know"
3522599,149,"Visitor transport","Don't know"
3503198,154,"Public infrastructure","Amongst the best in the world"
3497702,172,"Overall environmental management","Ahead of most other places"
3496333,175,"Commercial accommodation","About average"
3522615,191,"Public infrastructure","Don't know"
3497710,145,"Public infrastructure","Ahead of most other places"
3522643,158,"Commercial accommodation","Don't know"
3503202,156,"Activity and attractions","Amongst the best in the world"
3496313,139,"Public infrastructure","Ahead of most other places"
3522615,190,"Visitor transport","Don't know"
3496333,177,"Visitor transport","About average"
3522631,169,"Overall environmental management","Amongst the best in the world"
3496313,138,"Visitor transport","About average"
3496333,176,"Activity and attractions","About average"
3497710,146,"Overall environmental management","Ahead of most other places"
3503202,157,"Visitor transport","Amongst the best in the world"
3522631,168,"Public infrastructure","Ahead of most other places"
3522631,165,"Commercial accommodation","Ahead of most other places"
3496333,179,"Overall environmental management","Ahead of most other places"
3522643,159,"Activity and attractions","Don't know"
3522659,154,"Activity and attractions","About average"
3503202,159,"Overall environmental management","Amongst the best in the world"
3522643,160,"Visitor transport","Don't know"
3496345,126,"Visitor transport","About average"
3503218,159,"Visitor transport","About average"
3496357,140,"Visitor transport","Ahead of most other places"
3497718,156,"Commercial accommodation","About average"
3522643,161,"Public infrastructure","Don't know"
3522659,157,"Overall environmental management","Behind most other places"
3497718,157,"Activity and attractions","Amongst the best in the world"
3496345,127,"Public infrastructure","Amongst the best in the world"
3496357,138,"Commercial accommodation","Ahead of most other places"
3496345,125,"Activity and attractions","Amongst the best in the world"
3496357,141,"Public infrastructure","Ahead of most other places"
3503222,132,"Activity and attractions","Amongst the best in the world"
3503218,158,"Activity and attractions","Amongst the best in the world"
3496357,139,"Activity and attractions","Ahead of most other places"
3496345,128,"Overall environmental management","Amongst the best in the world"
3522643,162,"Overall environmental management","Don't know"
3522659,156,"Public infrastructure","Ahead of most other places"
3522659,155,"Visitor transport","Amongst the worst in the world"
3497718,160,"Overall environmental management","Ahead of most other places"
3503218,157,"Commercial accommodation","About average"
3522659,153,"Commercial accommodation","Behind most other places"
3497718,158,"Visitor transport","Don't know"
3497726,154,"Activity and attractions","Ahead of most other places"
3522663,146,"Activity and attractions","Ahead of most other places"
3503218,160,"Public infrastructure","About average"
3496361,177,"Activity and attractions","Ahead of most other places"
3522667,190,"Activity and attractions","Ahead of most other places"
3497718,159,"Public infrastructure","Ahead of most other places"
3522663,145,"Commercial accommodation","About average"
3522663,147,"Visitor transport","About average"
3503222,131,"Commercial accommodation","Amongst the best in the world"
3496373,157,"Commercial accommodation","About average"
3496361,176,"Commercial accommodation","About average"
3496357,142,"Overall environmental management","Ahead of most other places"
3497726,153,"Commercial accommodation","Ahead of most other places"
3503218,161,"Overall environmental management","Amongst the best in the world"
3496373,158,"Activity and attractions","About average"
3522667,189,"Commercial accommodation","Ahead of most other places"
3522663,148,"Public infrastructure","Ahead of most other places"
3496361,179,"Public infrastructure","Ahead of most other places"
3497726,157,"Overall environmental management","About average"
3496373,160,"Public infrastructure","About average"
3497726,155,"Visitor transport","Ahead of most other places"
3503222,133,"Visitor transport","Amongst the best in the world"
3496373,161,"Overall environmental management","About average"
3522667,192,"Public infrastructure","Ahead of most other places"
3496361,178,"Visitor transport","Don't know"
3496381,140,"Commercial accommodation","About average"
3522683,170,"Commercial accommodation","Ahead of most other places"
3503222,135,"Overall environmental management","Amongst the best in the world"
3503234,145,"Commercial accommodation","Don't know"
3522667,191,"Visitor transport","Ahead of most other places"
3522663,149,"Overall environmental management","Ahead of most other places"
3497734,156,"Visitor transport","Don't know"
3503222,134,"Public infrastructure","Amongst the best in the world"
3497726,156,"Public infrastructure","Ahead of most other places"
3496361,180,"Overall environmental management","Amongst the best in the world"
3496373,159,"Visitor transport","About average"
3497734,154,"Commercial accommodation","Amongst the best in the world"
3522667,193,"Overall environmental management","Ahead of most other places"
3497738,150,"Commercial accommodation","About average"
3497734,157,"Public infrastructure","About average"
3496381,141,"Activity and attractions","Ahead of most other places"
3522683,171,"Activity and attractions","About average"
3496385,170,"Activity and attractions","Ahead of most other places"
3497734,155,"Activity and attractions","Don't know"
3503234,146,"Activity and attractions","Ahead of most other places"
3496381,142,"Visitor transport","Behind most other places"
3496381,144,"Overall environmental management","About average"
3496385,173,"Overall environmental management","Amongst the best in the world"
3496381,143,"Public infrastructure","About average"
3497738,151,"Activity and attractions","Don't know"
3522683,172,"Visitor transport","About average"
3496385,171,"Visitor transport","Don't know"
3497738,152,"Visitor transport","About average"
3496401,126,"Activity and attractions","Ahead of most other places"
3503238,174,"Activity and attractions","Ahead of most other places"
3522683,174,"Overall environmental management","Ahead of most other places"
3522703,165,"Commercial accommodation","Don't know"
3496401,125,"Commercial accommodation","Ahead of most other places"
3497738,153,"Public infrastructure","About average"
3497734,158,"Overall environmental management","Ahead of most other places"
3497746,154,"Activity and attractions","Amongst the best in the world"
3496385,169,"Commercial accommodation","Don't know"
3496409,178,"Activity and attractions","Ahead of most other places"
3503234,147,"Visitor transport","Don't know"
3522687,215,"Activity and attractions","Amongst the best in the world"
3522683,173,"Public infrastructure","Ahead of most other places"
3496385,172,"Public infrastructure","Ahead of most other places"
3522687,214,"Commercial accommodation","About average"
3497746,153,"Commercial accommodation","About average"
3503238,173,"Commercial accommodation","About average"
3496409,177,"Commercial accommodation","About average"
3497738,154,"Overall environmental management","Ahead of most other places"
3522703,166,"Activity and attractions","Don't know"
3503234,148,"Public infrastructure","Ahead of most other places"
3503234,149,"Overall environmental management","Ahead of most other places"
3496401,129,"Overall environmental management","Ahead of most other places"
3496409,179,"Visitor transport","About average"
3497746,157,"Overall environmental management","Amongst the best in the world"
3522707,139,"Public infrastructure","Ahead of most other places"
3496401,128,"Public infrastructure","Ahead of most other places"
3522687,218,"Overall environmental management","Amongst the best in the world"
3522687,216,"Visitor transport","About average"
3497746,155,"Visitor transport","Behind most other places"
3522703,167,"Visitor transport","Don't know"
3503238,175,"Visitor transport","About average"
3522703,168,"Public infrastructure","Don't know"
3497754,136,"Visitor transport","Don't know"
3496413,149,"Visitor transport","Behind most other places"
3496401,127,"Visitor transport","Ahead of most other places"
3496409,181,"Overall environmental management","Amongst the best in the world"
3503238,177,"Overall environmental management","About average"
3522707,138,"Visitor transport","About average"
3522687,217,"Public infrastructure","Amongst the best in the world"
3522723,126,"Activity and attractions","About average"
3496445,114,"Visitor transport","Behind most other places"
3497750,150,"Public infrastructure","About average"
3497754,137,"Public infrastructure","Amongst the best in the world"
3496413,151,"Overall environmental management","Ahead of most other places"
3496409,180,"Public infrastructure","Amongst the best in the world"
3497750,151,"Overall environmental management","Amongst the best in the world"
3522707,140,"Overall environmental management","Ahead of most other places"
3497746,156,"Public infrastructure","Ahead of most other places"
3496413,148,"Activity and attractions","Ahead of most other places"
3522703,169,"Overall environmental management","Don't know"
3497750,148,"Activity and attractions","Ahead of most other places"
3503238,176,"Public infrastructure","Ahead of most other places"
3522723,129,"Overall environmental management","About average"
3497762,144,"Visitor transport","Behind most other places"
3497750,149,"Visitor transport","About average"
3496413,150,"Public infrastructure","About average"
3497754,138,"Overall environmental management","Don't know"
3497754,135,"Activity and attractions","Ahead of most other places"
3497750,147,"Commercial accommodation","Don't know"
3496413,147,"Commercial accommodation","About average"
3496445,115,"Public infrastructure","About average"
3497762,143,"Activity and attractions","Amongst the best in the world"
3522723,127,"Visitor transport","About average"
3503250,148,"Activity and attractions","Don't know"
3522707,136,"Commercial accommodation","About average"
3496453,136,"Visitor transport","About average"
3496445,112,"Commercial accommodation","Don't know"
3497762,146,"Overall environmental management","Don't know"
3522739,159,"Visitor transport","About average"
3497770,145,"Commercial accommodation","Don't know"
3497770,146,"Activity and attractions","Ahead of most other places"
3522723,125,"Commercial accommodation","About average"
3522707,137,"Activity and attractions","Ahead of most other places"
3496453,135,"Activity and attractions","About average"
3496445,113,"Activity and attractions","About average"
3522747,122,"Commercial accommodation","Ahead of most other places"
3522739,158,"Activity and attractions","Ahead of most other places"
3497762,145,"Public infrastructure","Amongst the best in the world"
3503250,149,"Visitor transport","Don't know"
3503250,147,"Commercial accommodation","Don't know"
3503250,150,"Public infrastructure","Don't know"
3503266,121,"Commercial accommodation","Ahead of most other places"
3496445,116,"Overall environmental management","About average"
3522723,128,"Public infrastructure","About average"
3497754,134,"Commercial accommodation","About average"
3497762,142,"Commercial accommodation","Ahead of most other places"
3496453,134,"Commercial accommodation","Ahead of most other places"
3522739,157,"Commercial accommodation","About average"
3503250,151,"Overall environmental management","Don't know"
3522739,160,"Public infrastructure","About average"
3522747,123,"Activity and attractions","Ahead of most other places"
3503266,122,"Activity and attractions","Amongst the best in the world"
3503270,195,"Activity and attractions","Amongst the best in the world"
3522739,161,"Overall environmental management","Ahead of most other places"
3497770,147,"Visitor transport","Don't know"
3503270,194,"Commercial accommodation","Ahead of most other places"
3522747,124,"Visitor transport","Ahead of most other places"
3503266,124,"Public infrastructure","Ahead of most other places"
3522747,125,"Public infrastructure","Ahead of most other places"
3497770,149,"Overall environmental management","Ahead of most other places"
3496453,138,"Overall environmental management","Ahead of most other places"
3496457,131,"Public infrastructure","Ahead of most other places"
3503270,197,"Public infrastructure","Ahead of most other places"
3503266,123,"Visitor transport","Don't know"
3503266,125,"Overall environmental management","Amongst the best in the world"
3522751,114,"Public infrastructure","About average"
3497770,148,"Public infrastructure","Behind most other places"
3496457,128,"Commercial accommodation","Ahead of most other places"
3503270,196,"Visitor transport","Amongst the best in the world"
3496453,137,"Public infrastructure","About average"
3496457,129,"Activity and attractions","Don't know"
3503274,142,"Commercial accommodation","About average"
3522751,112,"Activity and attractions","About average"
3496465,129,"Visitor transport","Ahead of most other places"
3497791,152,"Activity and attractions","Amongst the best in the world"
3522755,158,"Commercial accommodation","Ahead of most other places"
3522755,159,"Activity and attractions","Ahead of most other places"
3522755,161,"Public infrastructure","Ahead of most other places"
3496457,132,"Overall environmental management","Ahead of most other places"
3522763,159,"Commercial accommodation","Ahead of most other places"
3496481,192,"Activity and attractions","Ahead of most other places"
3496465,127,"Commercial accommodation","About average"
3522751,115,"Overall environmental management","About average"
3496465,131,"Overall environmental management","Ahead of most other places"
3503274,144,"Visitor transport","About average"
3522747,126,"Overall environmental management","Ahead of most other places"
3522763,161,"Visitor transport","Ahead of most other places"
3496481,195,"Overall environmental management","Ahead of most other places"
3497791,155,"Overall environmental management","Ahead of most other places"
3496465,128,"Activity and attractions","Ahead of most other places"
3503274,143,"Activity and attractions","Ahead of most other places"
3496457,130,"Visitor transport","About average"
3522751,113,"Visitor transport","About average"
3503270,198,"Overall environmental management","Amongst the best in the world"
3522755,160,"Visitor transport","Ahead of most other places"
3497791,153,"Visitor transport","Don't know"
3503282,154,"Activity and attractions","Ahead of most other places"
3503274,146,"Overall environmental management","Ahead of most other places"
3496493,129,"Commercial accommodation","About average"
3522751,111,"Commercial accommodation","About average"
3497793,149,"Commercial accommodation","Ahead of most other places"
3497793,150,"Activity and attractions","Amongst the best in the world"
3496493,130,"Activity and attractions","About average"
3496481,193,"Visitor transport","Don't know"
3503274,145,"Public infrastructure","About average"
3497791,151,"Commercial accommodation","Ahead of most other places"
3522763,160,"Activity and attractions","Ahead of most other places"
3496465,130,"Public infrastructure","About average"
3496481,191,"Commercial accommodation","About average"
3522755,162,"Overall environmental management","Amongst the best in the world"
3496481,194,"Public infrastructure","Amongst the best in the world"
3497793,151,"Visitor transport","Amongst the best in the world"
3503282,156,"Public infrastructure","About average"
3496493,131,"Visitor transport","About average"
3522763,162,"Public infrastructure","Ahead of most other places"
3503282,155,"Visitor transport","Ahead of most other places"
3497803,162,"Visitor transport","Ahead of most other places"
3497791,154,"Public infrastructure","Amongst the best in the world"
3497793,152,"Public infrastructure","Don't know"
3497803,163,"Public infrastructure","Ahead of most other places"
3496493,132,"Public infrastructure","About average"
3522767,126,"Visitor transport","About average"
3522767,128,"Overall environmental management","Ahead of most other places"
3497834,154,"Visitor transport","Don't know"
3497803,160,"Commercial accommodation","Don't know"
3503290,168,"Activity and attractions","Amongst the best in the world"
3522763,163,"Overall environmental management","Amongst the best in the world"
3497803,161,"Activity and attractions","About average"
3522767,127,"Public infrastructure","Ahead of most other places"
3503282,157,"Overall environmental management","Amongst the best in the world"
3496505,151,"Overall environmental management","Amongst the best in the world"
3497793,153,"Overall environmental management","Ahead of most other places"
3496505,149,"Visitor transport","Amongst the best in the world"
3497834,155,"Public infrastructure","About average"
3522767,125,"Activity and attractions","Amongst the best in the world"
3497834,156,"Overall environmental management","Amongst the best in the world"
3497834,152,"Commercial accommodation","Ahead of most other places"
3522787,147,"Overall environmental management","Amongst the best in the world"
3497803,164,"Overall environmental management","Amongst the best in the world"
3496521,133,"Activity and attractions","Don't know"
3503282,153,"Commercial accommodation","About average"
3496493,133,"Overall environmental management","About average"
3496505,150,"Public infrastructure","Amongst the best in the world"
3522787,145,"Visitor transport","Behind most other places"
3503290,167,"Commercial accommodation","Amongst the best in the world"
3496505,147,"Commercial accommodation","Amongst the best in the world"
3497834,153,"Activity and attractions","Ahead of most other places"
3496505,148,"Activity and attractions","Amongst the best in the world"
3497838,166,"Commercial accommodation","Behind most other places"
3522767,124,"Commercial accommodation","Ahead of most other places"
3522787,144,"Activity and attractions","Amongst the best in the world"
3496529,139,"Commercial accommodation","Amongst the best in the world"
3522787,143,"Commercial accommodation","About average"
3522824,133,"Commercial accommodation","Ahead of most other places"
3503290,169,"Visitor transport","Amongst the best in the world"
3496521,132,"Commercial accommodation","Ahead of most other places"
3496521,134,"Visitor transport","Don't know"
3497838,169,"Public infrastructure","About average"
3496529,142,"Public infrastructure","Amongst the best in the world"
3522824,136,"Public infrastructure","Ahead of most other places"
3522787,146,"Public infrastructure","About average"
3496529,140,"Activity and attractions","Amongst the best in the world"
3497838,168,"Visitor transport","Behind most other places"
3496521,135,"Public infrastructure","About average"
3496529,143,"Overall environmental management","Amongst the best in the world"
3503290,170,"Public infrastructure","Amongst the best in the world"
3496537,151,"Visitor transport","Amongst the best in the world"
3497846,144,"Visitor transport","Behind most other places"
3522855,142,"Commercial accommodation","Don't know"
3497850,150,"Commercial accommodation","About average"
3503290,171,"Overall environmental management","Amongst the best in the world"
3522824,134,"Activity and attractions","Ahead of most other places"
3497846,145,"Public infrastructure","Amongst the best in the world"
3497846,142,"Commercial accommodation","About average"
3496537,150,"Activity and attractions","Amongst the best in the world"
3522824,137,"Overall environmental management","Ahead of most other places"
3497838,167,"Activity and attractions","Don't know"
3503302,192,"Commercial accommodation","Ahead of most other places"
3497846,143,"Activity and attractions","Ahead of most other places"
3496537,149,"Commercial accommodation","Amongst the best in the world"
3496521,136,"Overall environmental management","Ahead of most other places"
3496529,141,"Visitor transport","Amongst the best in the world"
3497838,170,"Overall environmental management","Ahead of most other places"
3522824,135,"Visitor transport","Ahead of most other places"
3496537,153,"Overall environmental management","Amongst the best in the world"
3522855,144,"Visitor transport","Behind most other places"
3497854,139,"Commercial accommodation","Ahead of most other places"
3497850,154,"Overall environmental management","Don't know"
3497854,141,"Visitor transport","Don't know"
3522855,145,"Public infrastructure","About average"
3503302,195,"Public infrastructure","Amongst the best in the world"
3522859,129,"Commercial accommodation","Ahead of most other places"
3497850,151,"Activity and attractions","Don't know"
3496537,152,"Public infrastructure","Amongst the best in the world"
3503302,194,"Visitor transport","Ahead of most other places"
3522859,131,"Visitor transport","About average"
3496541,153,"Visitor transport","Amongst the best in the world"
3497858,142,"Commercial accommodation","Amongst the best in the world"
3522875,205,"Commercial accommodation","Ahead of most other places"
3497854,140,"Activity and attractions","Ahead of most other places"
3497850,153,"Public infrastructure","Behind most other places"
3497854,143,"Overall environmental management","Ahead of most other places"
3496541,152,"Activity and attractions","Amongst the best in the world"
3522855,146,"Overall environmental management","About average"
3497858,143,"Activity and attractions","About average"
3503306,129,"Commercial accommodation","About average"
3503306,130,"Activity and attractions","Ahead of most other places"
3522859,132,"Public infrastructure","Ahead of most other places"
3497854,142,"Public infrastructure","Ahead of most other places"
3496541,154,"Public infrastructure","Ahead of most other places"
3522875,206,"Activity and attractions","Ahead of most other places"
3496553,166,"Activity and attractions","Ahead of most other places"
3522883,142,"Activity and attractions","About average"
3497846,146,"Overall environmental management","Ahead of most other places"
3496541,151,"Commercial accommodation","Ahead of most other places"
3497850,152,"Visitor transport","Don't know"
3496553,165,"Commercial accommodation","About average"
3522859,133,"Overall environmental management","Ahead of most other places"
3522855,143,"Activity and attractions","Don't know"
3503302,193,"Activity and attractions","Ahead of most other places"
3522859,130,"Activity and attractions","Ahead of most other places"
3497858,145,"Public infrastructure","Ahead of most other places"
3503306,132,"Public infrastructure","Ahead of most other places"
3496541,155,"Overall environmental management","Amongst the best in the world"
3522883,143,"Visitor transport","Don't know"
3522875,208,"Public infrastructure","Amongst the best in the world"
3497858,146,"Overall environmental management","Ahead of most other places"
3522875,209,"Overall environmental management","Ahead of most other places"
3496553,167,"Visitor transport","About average"
3522887,136,"Visitor transport","Ahead of most other places"
3503302,196,"Overall environmental management","Amongst the best in the world"
3522883,145,"Overall environmental management","About average"
3503306,133,"Overall environmental management","About average"
3503310,134,"Activity and attractions","Ahead of most other places"
3497862,164,"Commercial accommodation","About average"
3522883,141,"Commercial accommodation","Ahead of most other places"
3497862,167,"Public infrastructure","About average"
3522891,193,"Public infrastructure","Amongst the best in the world"
3503310,135,"Visitor transport","Ahead of most other places"
3497858,144,"Visitor transport","Ahead of most other places"
3522875,207,"Visitor transport","Ahead of most other places"
3497866,156,"Activity and attractions","Ahead of most other places"
3522887,135,"Activity and attractions","Amongst the best in the world"
3496569,154,"Activity and attractions","Ahead of most other places"
3522891,190,"Commercial accommodation","Ahead of most other places"
3497862,165,"Activity and attractions","About average"
3496553,169,"Overall environmental management","Amongst the best in the world"
3522887,138,"Overall environmental management","Ahead of most other places"
3522891,192,"Visitor transport","About average"
3503310,136,"Public infrastructure","Ahead of most other places"
3497862,168,"Overall environmental management","Amongst the best in the world"
3522899,232,"Activity and attractions","Amongst the best in the world"
3503310,133,"Commercial accommodation","Ahead of most other places"
3503306,131,"Visitor transport","Ahead of most other places"
3522883,144,"Public infrastructure","Ahead of most other places"
3496553,168,"Public infrastructure","Ahead of most other places"
3497862,166,"Visitor transport","Behind most other places"
3522887,137,"Public infrastructure","Ahead of most other places"
3522891,191,"Activity and attractions","Amongst the best in the world"
3522887,134,"Commercial accommodation","Ahead of most other places"
3522891,194,"Overall environmental management","Amongst the best in the world"
3497866,155,"Commercial accommodation","Behind most other places"
3522899,231,"Commercial accommodation","About average"
3503310,137,"Overall environmental management","Ahead of most other places"
3497870,161,"Commercial accommodation","Amongst the best in the world"
3503322,147,"Activity and attractions","Amongst the best in the world"
3503322,146,"Commercial accommodation","Amongst the best in the world"
3522899,234,"Public infrastructure","Ahead of most other places"
3497866,157,"Visitor transport","Don't know"
3497866,159,"Overall environmental management","About average"
3522899,233,"Visitor transport","Ahead of most other places"
3503322,148,"Visitor transport","Amongst the best in the world"
3522903,200,"Commercial accommodation","Ahead of most other places"
3522903,201,"Activity and attractions","Ahead of most other places"
3522903,203,"Public infrastructure","Ahead of most other places"
3497877,147,"Activity and attractions","Don't know"
