"SurveyResponseID","AnswerNumber","TravelledWith"
3523174,39,"Other family / relative(s)"
3523175,51,"Other person(s)"
3523176,40,"My husband, wife or partner"
3523177,38,"My husband, wife or partner"
3523177,39,"Other family / relative(s)"
3523179,38,"My husband, wife or partner"
3523180,38,"Child/children aged 15 or older"
3523184,37,"Other family / relative(s)"
3523185,45,"My husband, wife or partner"
3523187,37,"Other person(s)"
3523188,40,"My husband, wife or partner"
3523188,41,"Other person(s)"
3523190,44,"Other person(s)"
3523192,41,"My husband, wife or partner"
3523192,42,"Child/children aged under 15"
3523195,38,"My husband, wife or partner"
3523195,39,"Child/children aged 15 or older"
3523197,44,"My husband, wife or partner"
3523199,42,"My husband, wife or partner"
3523201,41,"My husband, wife or partner"
3523202,37,"Other person(s)"
3523204,43,"My husband, wife or partner"
3523205,41,"Other family / relative(s)"
3523206,40,"Other person(s)"
3523208,39,"My husband, wife or partner"
3523208,40,"Child/children aged 15 or older"
3523209,39,"My husband, wife or partner"
3523211,38,"Other family / relative(s)"
3523212,45,"Other person(s)"
3523213,41,"Child/children aged 15 or older"
3523214,39,"My husband, wife or partner"
3523215,47,"My husband, wife or partner"
3523216,41,"My husband, wife or partner"
3523217,43,"My husband, wife or partner"
3523218,38,"My husband, wife or partner"
3523219,37,"Other person(s)"
3523220,40,"My husband, wife or partner"
3523220,41,"Child/children aged under 15"
3523222,40,"Other family / relative(s)"
3523223,44,"My husband, wife or partner"
3523224,38,"My husband, wife or partner"
3523225,42,"Other family / relative(s)"
3523228,41,"My husband, wife or partner"
3523229,44,"My husband, wife or partner"
3523230,41,"My husband, wife or partner"
3523232,41,"My husband, wife or partner"
3523235,38,"Child/children aged under 15"
3523237,40,"Child/children aged 15 or older"
3523238,43,"My husband, wife or partner"
3523239,49,"My husband, wife or partner"
3523240,46,"Child/children aged 15 or older"
3523241,45,"My husband, wife or partner"
3523242,37,"My husband, wife or partner"
3523243,41,"My husband, wife or partner"
3523244,46,"My husband, wife or partner"
3523245,46,"My husband, wife or partner"
3523246,37,"My husband, wife or partner"
3523247,37,"My husband, wife or partner"
3523247,38,"Child/children aged 15 or older"
3523248,47,"My husband, wife or partner"
3523249,57,"My husband, wife or partner"
3523250,38,"Other family / relative(s)"
3523251,45,"My husband, wife or partner"
3523251,46,"Child/children aged under 15"
3523251,47,"Other family / relative(s)"
3523252,40,"My husband, wife or partner"
3523252,41,"Other family / relative(s)"
3523252,42,"Other person(s)"
3523253,38,"My husband, wife or partner"
3523254,38,"My husband, wife or partner"
3523254,39,"Child/children aged under 15"
3523255,41,"My husband, wife or partner"
3523255,42,"Child/children aged under 15"
3523256,39,"Other family / relative(s)"
3523257,38,"My husband, wife or partner"
3523258,46,"My husband, wife or partner"
3523259,51,"My husband, wife or partner"
3523259,52,"Child/children aged under 15"
3523260,44,"My husband, wife or partner"
3523260,45,"Child/children aged 15 or older"
3523261,42,"Other family / relative(s)"
3523262,42,"My husband, wife or partner"
3523262,43,"Child/children aged under 15"
3523262,44,"Other family / relative(s)"
3523262,45,"Other person(s)"
3523264,38,"Other person(s)"
3523265,42,"Other family / relative(s)"
3523266,54,"Other person(s)"
3523267,53,"My husband, wife or partner"
3523268,44,"Other family / relative(s)"
3523269,44,"Other family / relative(s)"
3523270,39,"Child/children aged 15 or older"
3523271,38,"Other family / relative(s)"
3523272,41,"Other family / relative(s)"
3523273,39,"My husband, wife or partner"
3523274,38,"Child/children aged 15 or older"
3523275,45,"My husband, wife or partner"
3523275,46,"Child/children aged under 15"
3523275,47,"Other person(s)"
3523277,38,"Other family / relative(s)"
3523278,42,"My husband, wife or partner"
3523279,51,"My husband, wife or partner"
3523280,44,"Other person(s)"
3523282,42,"My husband, wife or partner"
3523283,45,"My husband, wife or partner"
3523287,38,"My husband, wife or partner"
3523287,39,"Child/children aged 15 or older"
3523291,42,"My husband, wife or partner"
3523292,38,"My husband, wife or partner"
3523293,38,"My husband, wife or partner"
3523294,40,"My husband, wife or partner"
3523295,38,"Child/children aged 15 or older"
3523296,42,"My husband, wife or partner"
3523297,38,"Other family / relative(s)"
3523300,39,"Other family / relative(s)"
3523301,48,"My husband, wife or partner"
3523302,49,"My husband, wife or partner"
3523303,45,"Child/children aged under 15"
3523304,40,"My husband, wife or partner"
3523308,39,"My husband, wife or partner"
3523309,37,"My husband, wife or partner"
3523311,40,"Other person(s)"
3523312,38,"My husband, wife or partner"
3523313,37,"Other family / relative(s)"
3523314,42,"My husband, wife or partner"
3523314,43,"Other person(s)"
3523316,44,"Other person(s)"
3523317,38,"Other person(s)"
3523320,42,"My husband, wife or partner"
3523321,40,"Other person(s)"
3523322,38,"Other person(s)"
3523324,38,"Child/children aged under 15"
3523325,38,"Other person(s)"
3523326,38,"My husband, wife or partner"
3523326,39,"Other person(s)"
3523327,38,"My husband, wife or partner"
3523327,39,"Child/children aged under 15"
3523327,40,"Other family / relative(s)"
3523327,41,"Other person(s)"
3523328,50,"My husband, wife or partner"
3523329,50,"My husband, wife or partner"
3523332,63,"My husband, wife or partner"
3523333,48,"My husband, wife or partner"
3523334,68,"Other family / relative(s)"
3523335,44,"Other person(s)"
3523338,39,"Child/children aged 15 or older"
3523340,39,"My husband, wife or partner"
3523341,42,"My husband, wife or partner"
3523341,43,"Other person(s)"
3523343,42,"My husband, wife or partner"
3523345,38,"My husband, wife or partner"
3523345,39,"Child/children aged under 15"
3523346,42,"My husband, wife or partner"
3523346,43,"Child/children aged 15 or older"
3523346,44,"Other person(s)"
3523347,37,"My husband, wife or partner"
3523347,38,"Child/children aged under 15"
3523347,39,"Other person(s)"
3523348,39,"My husband, wife or partner"
3523348,40,"Child/children aged under 15"
3523348,41,"Other family / relative(s)"
3523349,45,"My husband, wife or partner"
3523350,39,"My husband, wife or partner"
3523352,42,"My husband, wife or partner"
3523353,46,"Child/children aged 15 or older"
3523354,40,"My husband, wife or partner"
3523354,41,"Other person(s)"
3523358,38,"My husband, wife or partner"
3523360,38,"Other family / relative(s)"
3523361,45,"Other person(s)"
3523362,42,"My husband, wife or partner"
3523362,43,"Child/children aged under 15"
3523363,38,"Other family / relative(s)"
3523364,40,"Other family / relative(s)"
3523365,40,"My husband, wife or partner"
3523366,37,"Other family / relative(s)"
3523367,40,"My husband, wife or partner"
3523367,41,"Other person(s)"
3523368,46,"Other family / relative(s)"
3523368,47,"Other person(s)"
3523369,46,"My husband, wife or partner"
3523370,43,"Other person(s)"
3523371,38,"My husband, wife or partner"
3523371,39,"Child/children aged under 15"
3523373,85,"Other person(s)"
3523374,41,"My husband, wife or partner"
3523375,41,"My husband, wife or partner"
3523377,48,"My husband, wife or partner"
3523378,48,"My husband, wife or partner"
3523379,44,"My husband, wife or partner"
3523380,41,"Other person(s)"
3523381,45,"My husband, wife or partner"
3523382,37,"Child/children aged under 15"
3523383,45,"Other person(s)"
3523385,41,"My husband, wife or partner"
3523386,42,"Other family / relative(s)"
3523388,41,"Other family / relative(s)"
3523389,46,"My husband, wife or partner"
3523389,47,"Child/children aged 15 or older"
3523390,38,"My husband, wife or partner"
3523390,39,"Other family / relative(s)"
3523391,47,"My husband, wife or partner"
3523392,45,"My husband, wife or partner"
3523392,46,"Child/children aged under 15"
3523392,47,"Other family / relative(s)"
3523393,40,"Other person(s)"
3523394,62,"Other person(s)"
3523395,39,"Other person(s)"
3523396,58,"Other person(s)"
3523397,44,"My husband, wife or partner"
3523397,45,"Child/children aged under 15"
3523401,42,"Other family / relative(s)"
3523402,42,"My husband, wife or partner"
3523404,42,"My husband, wife or partner"
3523405,37,"Child/children aged 15 or older"
3523406,43,"My husband, wife or partner"
3523407,42,"My husband, wife or partner"
3523407,43,"Other person(s)"
3523409,48,"Other family / relative(s)"
3523410,40,"My husband, wife or partner"
3523411,40,"Other person(s)"
3523412,41,"My husband, wife or partner"
3523413,41,"Other family / relative(s)"
3523414,42,"My husband, wife or partner"
3523415,40,"Other family / relative(s)"
3523416,42,"Other person(s)"
3523417,39,"My husband, wife or partner"
3523419,37,"My husband, wife or partner"
3523420,41,"My husband, wife or partner"
3523420,42,"Child/children aged under 15"
3523421,40,"Other person(s)"
3523422,38,"Other family / relative(s)"
3523424,41,"My husband, wife or partner"
3523425,40,"My husband, wife or partner"
3523426,40,"My husband, wife or partner"
3523426,41,"Other family / relative(s)"
3523427,49,"My husband, wife or partner"
3523428,67,"My husband, wife or partner"
3523431,41,"My husband, wife or partner"
3523432,48,"My husband, wife or partner"
3523434,50,"My husband, wife or partner"
3523435,48,"Child/children aged 15 or older"
3523436,38,"My husband, wife or partner"
3523437,50,"Other person(s)"
3523438,41,"My husband, wife or partner"
3523442,53,"My husband, wife or partner"
3523443,45,"My husband, wife or partner"
3523444,47,"My husband, wife or partner"
3523445,38,"My husband, wife or partner"
3523446,39,"My husband, wife or partner"
3523447,37,"Other person(s)"
3523450,45,"My husband, wife or partner"
3523451,50,"Other family / relative(s)"
3523452,39,"My husband, wife or partner"
3523453,40,"Other person(s)"
3523455,41,"My husband, wife or partner"
3523457,40,"My husband, wife or partner"
3523457,41,"Child/children aged under 15"
3523458,40,"My husband, wife or partner"
3523459,39,"Other family / relative(s)"
3523460,41,"My husband, wife or partner"
3523464,39,"Other family / relative(s)"
3523465,44,"My husband, wife or partner"
3523466,38,"Other person(s)"
3523467,41,"My husband, wife or partner"
3523469,40,"My husband, wife or partner"
3523470,37,"Other family / relative(s)"
3523471,47,"Other person(s)"
3523472,43,"My husband, wife or partner"
3523472,44,"Child/children aged under 15"
3523473,38,"Other family / relative(s)"
3523474,44,"My husband, wife or partner"
3523475,49,"My husband, wife or partner"
3523476,47,"My husband, wife or partner"
3523477,51,"My husband, wife or partner"
3523479,43,"My husband, wife or partner"
3523480,41,"My husband, wife or partner"
3523481,47,"Other person(s)"
3523482,43,"Other family / relative(s)"
3523482,44,"Other person(s)"
3523483,53,"My husband, wife or partner"
3523483,54,"Other family / relative(s)"
3523483,55,"Other person(s)"
3523484,50,"Other person(s)"
3523485,39,"My husband, wife or partner"
3523486,49,"Other person(s)"
3523487,44,"Other family / relative(s)"
3523488,38,"My husband, wife or partner"
3523490,42,"My husband, wife or partner"
3523491,38,"My husband, wife or partner"
3523491,39,"Child/children aged 15 or older"
3523492,38,"My husband, wife or partner"
3523493,40,"My husband, wife or partner"
3523495,47,"My husband, wife or partner"
3523497,51,"My husband, wife or partner"
3523498,49,"My husband, wife or partner"
3523498,50,"Other family / relative(s)"
3523499,54,"My husband, wife or partner"
3523500,46,"My husband, wife or partner"
3523501,39,"My husband, wife or partner"
3523501,40,"Child/children aged 15 or older"
3523502,44,"Child/children aged 15 or older"
3523503,47,"My husband, wife or partner"
3523503,48,"Other person(s)"
3523504,44,"My husband, wife or partner"
3523506,47,"My husband, wife or partner"
3523506,48,"Other person(s)"
3523507,47,"My husband, wife or partner"
3523508,43,"My husband, wife or partner"
3523509,39,"My husband, wife or partner"
3523510,39,"My husband, wife or partner"
3523512,58,"My husband, wife or partner"
3523513,43,"Other family / relative(s)"
3523513,44,"Other person(s)"
3523514,40,"Other family / relative(s)"
3523516,40,"My husband, wife or partner"
3523516,41,"Other person(s)"
3523517,40,"My husband, wife or partner"
3523517,41,"Child/children aged under 15"
3523517,42,"Other family / relative(s)"
3523518,39,"Other family / relative(s)"
3523520,40,"Other person(s)"
3523521,43,"My husband, wife or partner"
3523522,45,"My husband, wife or partner"
3523523,38,"Child/children aged under 15"
3523524,46,"My husband, wife or partner"
3523525,72,"My husband, wife or partner"
3523526,53,"My husband, wife or partner"
3523528,46,"My husband, wife or partner"
3523529,54,"My husband, wife or partner"
3523530,47,"My husband, wife or partner"
3523530,48,"Child/children aged under 15"
3523531,50,"Other person(s)"
3523533,42,"Other family / relative(s)"
3523535,57,"My husband, wife or partner"
3523536,38,"Other family / relative(s)"
3523537,70,"My husband, wife or partner"
3523538,43,"My husband, wife or partner"
3523539,41,"My husband, wife or partner"
3523539,42,"Child/children aged 15 or older"
3523539,43,"Other person(s)"
3523541,51,"Other person(s)"
3523542,44,"Child/children aged under 15"
3523542,45,"Other family / relative(s)"
3523545,93,"My husband, wife or partner"
3523548,46,"My husband, wife or partner"
3523549,38,"Child/children aged 15 or older"
3523549,39,"Other family / relative(s)"
3523549,40,"Other person(s)"
3523550,43,"My husband, wife or partner"
3523551,40,"My husband, wife or partner"
3523553,38,"My husband, wife or partner"
3523554,41,"Other family / relative(s)"
3523557,40,"My husband, wife or partner"
3523558,38,"Other family / relative(s)"
3523559,38,"My husband, wife or partner"
3523560,48,"Other person(s)"
3523561,39,"Child/children aged under 15"
3523564,46,"My husband, wife or partner"
3523565,44,"My husband, wife or partner"
3523566,46,"My husband, wife or partner"
3523567,49,"My husband, wife or partner"
3523570,48,"My husband, wife or partner"
3523573,50,"Other person(s)"
3523575,52,"My husband, wife or partner"
3523576,44,"Child/children aged 15 or older"
3523577,46,"Other person(s)"
3523579,37,"My husband, wife or partner"
3523580,44,"My husband, wife or partner"
3523582,58,"My husband, wife or partner"
3523584,43,"Other person(s)"
3523585,46,"Other family / relative(s)"
3523591,37,"My husband, wife or partner"
3523596,48,"Other family / relative(s)"
3523597,48,"Child/children aged 15 or older"
3523599,43,"Child/children aged 15 or older"
3523600,42,"My husband, wife or partner"
3523603,41,"Other family / relative(s)"
3523604,55,"Other person(s)"
3523605,39,"My husband, wife or partner"
3523607,41,"My husband, wife or partner"
3523609,41,"My husband, wife or partner"
3523609,42,"Other person(s)"
3523610,45,"My husband, wife or partner"
3523611,39,"My husband, wife or partner"
3523612,39,"My husband, wife or partner"
3523612,40,"Other family / relative(s)"
3523614,47,"My husband, wife or partner"
3523616,38,"My husband, wife or partner"
3523618,46,"My husband, wife or partner"
3523618,47,"Other family / relative(s)"
3523619,39,"Other family / relative(s)"
3523621,41,"Child/children aged 15 or older"
3523623,50,"My husband, wife or partner"
3523625,44,"My husband, wife or partner"
3523626,37,"Other person(s)"
3523627,39,"Other family / relative(s)"
3523628,40,"My husband, wife or partner"
3523633,38,"Child/children aged under 15"
3523633,39,"Other person(s)"
3523634,41,"My husband, wife or partner"
3523634,42,"Other person(s)"
3523636,42,"My husband, wife or partner"
3523638,43,"Other family / relative(s)"
3523640,42,"Other person(s)"
3523642,41,"Other family / relative(s)"
3523642,42,"Other person(s)"
3523644,38,"My husband, wife or partner"
3523645,41,"My husband, wife or partner"
3523646,38,"My husband, wife or partner"
3523647,50,"My husband, wife or partner"
3523647,51,"Other family / relative(s)"
3523648,43,"My husband, wife or partner"
3523649,42,"Other person(s)"
3523650,37,"Other person(s)"
3523652,40,"My husband, wife or partner"
3523653,36,"Other person(s)"
3523654,40,"My husband, wife or partner"
3523655,41,"My husband, wife or partner"
3523656,38,"My husband, wife or partner"
3523657,38,"My husband, wife or partner"
3523661,41,"Child/children aged under 15"
3523661,42,"Other family / relative(s)"
3523662,50,"Other person(s)"
3523663,45,"My husband, wife or partner"
3523664,40,"My husband, wife or partner"
3523665,43,"Other person(s)"
3523667,42,"My husband, wife or partner"
3523668,42,"Other family / relative(s)"
3523669,45,"Other person(s)"
3523670,48,"Other person(s)"
3523671,45,"My husband, wife or partner"
3523672,40,"Other person(s)"
3523674,40,"My husband, wife or partner"
3523675,53,"My husband, wife or partner"
3523677,42,"My husband, wife or partner"
3523678,49,"Other family / relative(s)"
3523681,39,"My husband, wife or partner"
3523684,48,"Other family / relative(s)"
3523685,40,"My husband, wife or partner"
3523685,41,"Child/children aged under 15"
3523686,39,"Other person(s)"
3523687,42,"Other person(s)"
3523688,38,"Other family / relative(s)"
3523690,40,"Other person(s)"
3523691,38,"Other person(s)"
3523693,40,"Other person(s)"
3523694,38,"My husband, wife or partner"
3523694,39,"Child/children aged under 15"
3523695,40,"Other family / relative(s)"
3523697,52,"My husband, wife or partner"
3523698,49,"My husband, wife or partner"
3523700,37,"Other family / relative(s)"
3523701,41,"My husband, wife or partner"
3523701,42,"Child/children aged 15 or older"
3523702,42,"Other family / relative(s)"
3523705,39,"Other person(s)"
3523706,40,"My husband, wife or partner"
3523707,40,"Other person(s)"
3523708,44,"My husband, wife or partner"
3523709,41,"Other person(s)"
3523712,42,"Other person(s)"
3523713,38,"My husband, wife or partner"
3523714,56,"My husband, wife or partner"
3523715,39,"My husband, wife or partner"
3523715,40,"Child/children aged under 15"
3523719,40,"Other person(s)"
3523721,49,"My husband, wife or partner"
3523722,46,"My husband, wife or partner"
3523723,43,"My husband, wife or partner"
3523724,41,"Child/children aged 15 or older"
3523725,38,"My husband, wife or partner"
3523726,42,"My husband, wife or partner"
3523728,47,"My husband, wife or partner"
3523729,49,"My husband, wife or partner"
3523731,48,"My husband, wife or partner"
3523733,38,"My husband, wife or partner"
3523734,37,"Other person(s)"
3523735,43,"My husband, wife or partner"
3523737,41,"My husband, wife or partner"
3523738,40,"Other family / relative(s)"
3523739,39,"My husband, wife or partner"
3523740,38,"My husband, wife or partner"
3523741,39,"My husband, wife or partner"
3523743,38,"Other family / relative(s)"
3523744,45,"My husband, wife or partner"
3523745,38,"Other person(s)"
3523746,56,"My husband, wife or partner"
3523747,49,"My husband, wife or partner"
3523748,50,"My husband, wife or partner"
3523749,37,"My husband, wife or partner"
3523750,43,"My husband, wife or partner"
3523751,52,"My husband, wife or partner"
3523752,41,"Other family / relative(s)"
3523753,39,"My husband, wife or partner"
3523753,40,"Child/children aged under 15"
3523754,51,"Other person(s)"
3523755,49,"Other family / relative(s)"
3523755,50,"Other person(s)"
3523757,40,"My husband, wife or partner"
3523758,47,"Other person(s)"
3523759,43,"My husband, wife or partner"
3523760,46,"My husband, wife or partner"
3523762,42,"My husband, wife or partner"
3523763,39,"My husband, wife or partner"
3523763,40,"Other person(s)"
3523764,38,"My husband, wife or partner"
3523764,39,"Other family / relative(s)"
3523765,42,"My husband, wife or partner"
3523766,41,"My husband, wife or partner"
3523767,47,"My husband, wife or partner"
3523768,42,"My husband, wife or partner"
3523768,43,"Child/children aged 15 or older"
3523769,50,"My husband, wife or partner"
3523770,48,"My husband, wife or partner"
3523772,40,"Other person(s)"
3523774,41,"Other person(s)"
3523776,37,"Other person(s)"
3523777,52,"My husband, wife or partner"
3523778,44,"My husband, wife or partner"
3523779,37,"My husband, wife or partner"
3523779,38,"Other person(s)"
3523781,39,"Other person(s)"
3523782,39,"My husband, wife or partner"
3523783,39,"My husband, wife or partner"
3523785,38,"Other person(s)"
3523786,43,"Other person(s)"
3523787,43,"My husband, wife or partner"
3523788,41,"Other family / relative(s)"
3523789,42,"My husband, wife or partner"
3523790,47,"My husband, wife or partner"
3523793,47,"My husband, wife or partner"
3523794,38,"My husband, wife or partner"
3523795,39,"My husband, wife or partner"
3523796,46,"My husband, wife or partner"
3523796,47,"Child/children aged under 15"
3523796,48,"Other family / relative(s)"
3523796,49,"Other person(s)"
3523797,42,"Other person(s)"
3523798,39,"Other person(s)"
3523799,37,"My husband, wife or partner"
3523803,48,"My husband, wife or partner"
3523805,47,"My husband, wife or partner"
3523806,40,"Other family / relative(s)"
3523806,41,"Other person(s)"
3523808,41,"My husband, wife or partner"
3523809,40,"My husband, wife or partner"
3523812,37,"My husband, wife or partner"
3523813,60,"My husband, wife or partner"
3523814,39,"My husband, wife or partner"
3523815,38,"Other family / relative(s)"
3523816,39,"My husband, wife or partner"
3523817,41,"Other person(s)"
3523818,47,"Child/children aged 15 or older"
3523819,45,"My husband, wife or partner"
3523820,38,"My husband, wife or partner"
3523821,83,"Other person(s)"
3523822,44,"Other person(s)"
3523823,46,"My husband, wife or partner"
3523824,41,"My husband, wife or partner"
3523827,44,"My husband, wife or partner"
3523828,38,"My husband, wife or partner"
3523829,41,"Other family / relative(s)"
3523830,43,"My husband, wife or partner"
3523831,38,"My husband, wife or partner"
3523832,41,"My husband, wife or partner"
3523833,40,"My husband, wife or partner"
3523834,60,"Other person(s)"
3523835,42,"My husband, wife or partner"
3523835,43,"Child/children aged under 15"
3523836,41,"My husband, wife or partner"
3523838,48,"Other person(s)"
3523839,43,"Other person(s)"
3523840,37,"Other person(s)"
3523841,39,"Other person(s)"
3523843,43,"Other person(s)"
3523844,40,"Other person(s)"
3523845,47,"Other person(s)"
3523846,37,"Other person(s)"
3523847,46,"Other person(s)"
3523848,40,"My husband, wife or partner"
3523849,40,"Other family / relative(s)"
3523852,38,"My husband, wife or partner"
3523853,51,"Other person(s)"
3523854,38,"Other person(s)"
3523855,49,"My husband, wife or partner"
3523856,45,"My husband, wife or partner"
3523857,44,"Other person(s)"
3523859,38,"Child/children aged 15 or older"
3523861,46,"My husband, wife or partner"
3523862,42,"My husband, wife or partner"
3523862,43,"Other person(s)"
3523863,47,"Other person(s)"
3523865,43,"My husband, wife or partner"
3523866,43,"My husband, wife or partner"
3523867,42,"My husband, wife or partner"
3523867,43,"Other person(s)"
3523868,46,"Other person(s)"
3523869,40,"My husband, wife or partner"
3523870,43,"Other person(s)"
3523872,56,"Other person(s)"
3523873,49,"My husband, wife or partner"
3523874,44,"Other family / relative(s)"
3523875,44,"My husband, wife or partner"
3523875,45,"Child/children aged 15 or older"
3523876,49,"My husband, wife or partner"
3523877,42,"My husband, wife or partner"
3523878,43,"My husband, wife or partner"
3523879,40,"My husband, wife or partner"
3523880,44,"My husband, wife or partner"
3523880,45,"Other family / relative(s)"
3523881,37,"My husband, wife or partner"
3523881,38,"Child/children aged under 15"
3523882,37,"My husband, wife or partner"
3523883,40,"My husband, wife or partner"
3523884,43,"My husband, wife or partner"
3523884,44,"Other person(s)"
3523886,38,"My husband, wife or partner"
3523887,45,"My husband, wife or partner"
3523890,45,"Other family / relative(s)"
3523893,40,"Child/children aged 15 or older"
3523894,41,"My husband, wife or partner"
3523895,45,"My husband, wife or partner"
3523896,44,"My husband, wife or partner"
3523897,39,"Other family / relative(s)"
3523898,41,"Other person(s)"
3523900,42,"Other person(s)"
3523902,37,"My husband, wife or partner"
3523903,38,"My husband, wife or partner"
3523904,38,"Other person(s)"
3523905,39,"Other person(s)"
3523906,39,"Other person(s)"
3523909,63,"My husband, wife or partner"
3523910,62,"My husband, wife or partner"
3523911,55,"My husband, wife or partner"
3523911,56,"Other person(s)"
3523913,38,"My husband, wife or partner"
3523915,39,"Other person(s)"
3523916,41,"My husband, wife or partner"
3523917,38,"My husband, wife or partner"
3523920,37,"Other person(s)"
3523921,43,"Other family / relative(s)"
3523922,47,"Other person(s)"
3523923,46,"My husband, wife or partner"
3523925,37,"Other person(s)"
3523926,52,"My husband, wife or partner"
3523927,42,"My husband, wife or partner"
3523927,43,"Other person(s)"
3523928,37,"Other family / relative(s)"
3523929,56,"My husband, wife or partner"
3523930,47,"My husband, wife or partner"
3523932,60,"My husband, wife or partner"
3523934,55,"Other person(s)"
3523935,39,"Other family / relative(s)"
3523936,46,"My husband, wife or partner"
3523937,37,"Other person(s)"
3523939,40,"Other family / relative(s)"
3523940,39,"My husband, wife or partner"
3523941,44,"My husband, wife or partner"
3523943,69,"My husband, wife or partner"
3523945,39,"Child/children aged under 15"
3523948,42,"My husband, wife or partner"
3523949,58,"Other family / relative(s)"
3523950,42,"My husband, wife or partner"
3523952,42,"My husband, wife or partner"
3523953,39,"Other family / relative(s)"
3523955,49,"Other family / relative(s)"
3523956,38,"Other person(s)"
3523958,39,"Other person(s)"
3523959,40,"My husband, wife or partner"
3523959,41,"Other person(s)"
3523960,43,"My husband, wife or partner"
3523961,44,"Other family / relative(s)"
3523963,39,"My husband, wife or partner"
3523964,42,"My husband, wife or partner"
3523965,45,"My husband, wife or partner"
3523966,42,"My husband, wife or partner"
3523967,39,"Child/children aged 15 or older"
3523968,40,"Other family / relative(s)"
3523970,38,"Other person(s)"
3523971,63,"My husband, wife or partner"
3523972,58,"My husband, wife or partner"
3523973,38,"Child/children aged 15 or older"
3523973,39,"Other family / relative(s)"
3523974,43,"My husband, wife or partner"
3523976,56,"My husband, wife or partner"
3523978,46,"My husband, wife or partner"
3523979,38,"Other person(s)"
3523980,38,"Other family / relative(s)"
3523981,42,"My husband, wife or partner"
3523982,51,"My husband, wife or partner"
3523982,52,"Other person(s)"
3523983,44,"Other family / relative(s)"
3523986,41,"My husband, wife or partner"
3523987,48,"My husband, wife or partner"
3523987,49,"Other person(s)"
3523988,40,"My husband, wife or partner"
3523989,45,"Child/children aged 15 or older"
3523991,45,"My husband, wife or partner"
3523992,42,"My husband, wife or partner"
3523992,43,"Child/children aged under 15"
3523992,44,"Child/children aged 15 or older"
3523993,48,"My husband, wife or partner"
3523994,48,"My husband, wife or partner"
3523995,38,"My husband, wife or partner"
3523996,45,"Other person(s)"
3523997,39,"My husband, wife or partner"
3523998,38,"My husband, wife or partner"
3523999,39,"My husband, wife or partner"
3524000,46,"Other person(s)"
3524001,40,"My husband, wife or partner"
3524002,38,"Other person(s)"
3524004,45,"Other family / relative(s)"
3524007,38,"My husband, wife or partner"
3524007,39,"Child/children aged under 15"
3524008,49,"My husband, wife or partner"
3524009,50,"My husband, wife or partner"
3524011,46,"My husband, wife or partner"
3524012,38,"Other family / relative(s)"
3524015,38,"Child/children aged 15 or older"
3524016,41,"My husband, wife or partner"
3524018,39,"Child/children aged 15 or older"
3524019,48,"Other person(s)"
3524020,61,"Other family / relative(s)"
3524021,42,"My husband, wife or partner"
3524022,38,"My husband, wife or partner"
3524024,43,"My husband, wife or partner"
3524025,53,"My husband, wife or partner"
3524025,54,"Other person(s)"
3524026,51,"My husband, wife or partner"
3524026,52,"Other family / relative(s)"
3524028,48,"My husband, wife or partner"
3524029,51,"Other family / relative(s)"
3524029,52,"Other person(s)"
3524030,64,"Other person(s)"
3524031,38,"My husband, wife or partner"
3524032,48,"My husband, wife or partner"
3524033,39,"Other family / relative(s)"
3524034,38,"My husband, wife or partner"
3524034,39,"Child/children aged under 15"
3524035,38,"My husband, wife or partner"
3524036,60,"My husband, wife or partner"
3524037,38,"Child/children aged 15 or older"
3524038,57,"My husband, wife or partner"
3524042,61,"My husband, wife or partner"
3524043,59,"Other person(s)"
3524046,40,"My husband, wife or partner"
3524049,38,"My husband, wife or partner"
3524049,39,"Other family / relative(s)"
3524049,40,"Other person(s)"
3524050,39,"My husband, wife or partner"
3524051,40,"My husband, wife or partner"
3524051,41,"Child/children aged 15 or older"
3524052,38,"Other person(s)"
3524053,42,"Child/children aged 15 or older"
3524055,43,"My husband, wife or partner"
3524055,44,"Other family / relative(s)"
3524056,42,"Other family / relative(s)"
3524058,50,"Other family / relative(s)"
3524061,43,"My husband, wife or partner"
3524062,48,"My husband, wife or partner"
3524064,43,"My husband, wife or partner"
3524066,38,"My husband, wife or partner"
3524067,41,"Other family / relative(s)"
3524068,39,"My husband, wife or partner"
3524068,40,"Child/children aged under 15"
3524068,41,"Other family / relative(s)"
3524070,41,"My husband, wife or partner"
3524072,41,"Child/children aged under 15"
3524073,42,"My husband, wife or partner"
3524074,47,"My husband, wife or partner"
3524075,45,"My husband, wife or partner"
3524075,46,"Other family / relative(s)"
3524075,47,"Other person(s)"
3524076,44,"My husband, wife or partner"
3524076,45,"Child/children aged under 15"
3524077,38,"My husband, wife or partner"
3524078,37,"Other family / relative(s)"
3524081,38,"My husband, wife or partner"
3524082,46,"My husband, wife or partner"
3524083,41,"Other person(s)"
3524084,53,"My husband, wife or partner"
3524087,41,"Child/children aged 15 or older"
3524087,42,"Other family / relative(s)"
3524088,48,"My husband, wife or partner"
3524090,41,"Other family / relative(s)"
3524091,42,"Other family / relative(s)"
3524092,40,"Child/children aged 15 or older"
3524093,46,"My husband, wife or partner"
3524093,47,"Child/children aged under 15"
3524095,38,"Other family / relative(s)"
3524096,38,"My husband, wife or partner"
3524097,41,"Other family / relative(s)"
3524098,41,"Other person(s)"
3524100,43,"Other person(s)"
3524101,41,"My husband, wife or partner"
3524101,42,"Other family / relative(s)"
3524102,38,"My husband, wife or partner"
